"Virtual Machine","Status","Target","Replication Server","Protection Group","Configured Disks","Auto-replicate New Disks","Managed By","Quiescing","Network Compression","Encryption","Datastore","Storage Policy","Last Instance Sync Point","Last Sync Duration","Last Sync Size","Lag Time","RPO","Current RPO Violation","Points In Time"
"VFDS_RHEL6.5_R16_BMAS-PROD_CHN_60","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","1 minutes","435.64 MB","17 minutes and 47 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL6.5_R16_BMAS-PROD_LB_54","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","2 seconds","18.86 MB","2 minutes and 3 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL7.6_R16_BMAS-PROD_MIS_55","OK","192.168.191.26","FDS-VREP-RMP-26","","4 of 4","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","7 seconds","9.04 MB","2 minutes and 16 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL7.6_R18_CCBI-PROD_APP_165","OK","192.168.191.26","FDS-VREP-RMP-26","","10 of 10","Enabled","VR","Disabled","Enabled","Disabled","datastore_ccbi_rmp_2_ssd","Datastore Default","Jun 19, 2026","31 seconds","276.83 MB","1 minute and 56 seconds","15 minutes","0 seconds","Disabled"
"VFDS_RHEL7.6_R18_CCBI-PROD_CHN_167","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","datastore_ccbi_rmp_2_ssd","Datastore Default","Jun 19, 2026","16 seconds","182.63 MB","29 minutes and 8 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL7.6_R18_CCBI-PROD_CHN_170","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","datastore_ccbi_rmp_2_ssd","Datastore Default","Jun 19, 2026","2 minutes and 1 second","89.45 MB","31 minutes and 11 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL7.6_R18_CCBI-PROD_LB_171","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","datastore_ccbi_rmp_1","Datastore Default","Jun 19, 2026","13 seconds","76.52 MB","17 minutes and 11 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL7.6_R18_CCBI-PROD_SWF_169","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","datastore_ccbi_rmp_1","Datastore Default","Jun 19, 2026","10 seconds","77.07 MB","19 minutes and 29 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL7.6_R18_CCBI-PROD_WEB_166","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","datastore_ccbi_rmp_1","Datastore Default","Jun 19, 2026","1 minute and 45 seconds","21.31 MB","6 minutes and 50 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL8.4_R15_INA-PROD_APUPPT_57","OK","192.168.191.26","FDS-VREP-RMP-26","","3 of 3","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","2 minutes and 4 seconds","7.8 MB","31 minutes and 18 seconds","3 hours","0 seconds","Disabled"
"VFDS_RHEL8.6_R16_BMAS-PROD_APUPPT_57","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","9 seconds","43.55 MB","?","1 hour","0 seconds","Disabled"
"VJRS-KLAPUPPT-089","OK","192.168.191.26","FDS-VREP-RMP-26","","6 of 6","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","14 seconds","27.28 MB","35 minutes and 25 seconds","1 hour","0 seconds","Disabled"
"VJRS-KLFRDDTC-090","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","32 seconds","2.36 MB","23 minutes and 46 seconds","1 hour","0 seconds","Disabled"
"VJRS-KLREPORT-121","OK","192.168.191.26","FDS-VREP-RMP-26","","10 of 10","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","1 minute and 59 seconds","10.31 MB","22 minutes and 11 seconds","1 hour","0 seconds","Disabled"
"VPAC-BBNT-ADMIN-IBB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","1 second","5.53 MB","2 hours, 46 minutes and 35 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-ADMIN-IBMB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","2 seconds","11.5 MB","10 minutes and 54 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-APPS-IBB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","43 seconds","614.23 MB","26 minutes and 8 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-APPS-IBMB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","9 seconds","251.55 MB","46 minutes and 30 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-CTRLPLANE","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","37 seconds","367.98 MB","2 minutes and 16 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-DBCACHE","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","2 minutes and 2 seconds","9.85 MB","4 minutes and 14 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-DBPGSQL","Incremental Sync","192.168.191.26","FDS-VREP-RMP-26","","3 of 3","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","3 seconds","11.88 MB","?","5 minutes","0 seconds","Disabled"
"VPAC-BBNT-DBPGSQL-SLAVE-DC","OK","192.168.191.26","FDS-VREP-RMP-26","","6 of 6","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","33 seconds","829.95 MB","2 hours, 40 minutes and 51 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-ELK","OK","192.168.191.26","FDS-VREP-RMP-26","","4 of 4","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","2 minutes and 10 seconds","2.97 GB","1 hour, 40 minutes and 26 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-FTPSRV","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","5 seconds","52.81 MB","55 minutes and 48 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-MGATE","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","10 seconds","187.98 MB","46 minutes and 48 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-MGATEPRXY","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","1 second","5.44 MB","38 minutes and 1 second","8 hours","0 seconds","Disabled"
"VPAC-BBNT-SSLWEB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","4 seconds","50.2 MB","1 hour, 40 minutes and 44 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-SSLWEB-ADMIN","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","2 seconds","4.55 MB","1 hour, 31 minutes and 32 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-ADMCOBLKPDSMSBNK-55","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","2 minutes and 5 seconds","344.79 MB","49 minutes and 2 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-ADMIBB-48","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","1 minute and 49 seconds","3.91 MB","1 hour, 7 minutes and 2 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-ADMIBMB-47","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","0 seconds","1.83 MB","1 hour, 56 minutes and 8 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-ADMLOSOPBNK-56","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","1 second","3.32 MB","55 minutes and 26 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-ADMSSL-10","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","1 second","10.55 MB","1 hour, 55 minutes and 51 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-ADMSSL-UAT-ATM-14","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","3 seconds","2.69 MB","3 hours, 32 minutes and 1 second","8 hours","0 seconds","Disabled"
"VPAC-KLSL-ADMWEBTLR-46","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","2 seconds","4.84 MB","1 hour, 4 minutes and 24 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-APPSSL-03","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","11 seconds","264.35 MB","2 hours, 37 minutes and 42 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-AROAPP-51","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","0 seconds","1.82 MB","55 minutes and 55 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-CMSAPP-49","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","2 seconds","3.06 MB","1 hour, 44 minutes and 6 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-CNTRLPLN-27","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","2 minutes and 23 seconds","580.04 MB","52 minutes and 39 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-COBAPP-50","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","1 second","3.07 MB","2 hours, 23 minutes and 1 second","8 hours","0 seconds","Disabled"
"VPAC-KLSL-DBCACHE-20","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","8 seconds","28.95 MB","?","5 minutes","0 seconds","Disabled"
"VPAC-KLSL-DBPGSQL-19","Incremental Sync (RPO Violation)","192.168.191.26","FDS-VREP-RMP-26","","6 of 6","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","8 minutes and 57 seconds","8.23 GB","7 minutes and 20 seconds","5 minutes","3 minutes","Disabled"
"VPAC-KLSL-DBPGSQL-SLAVE-21","Incremental Sync (RPO Violation)","192.168.191.26","FDS-VREP-RMP-26","","11 of 11","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","1 hour, 36 minutes and 44 seconds","133.8 GB","14 hours, 23 minutes and 14 seconds","5 minutes","14 hours and 16 minutes","Disabled"
"VPAC-KLSL-DNSSVR-11","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","1 second","4.06 MB","1 minute and 20 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-ELK-26","OK","192.168.191.26","FDS-VREP-RMP-26","","4 of 4","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","20 minutes and 31 seconds","29.46 GB","1 hour, 43 minutes and 47 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-FTPSVR-40","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","4 seconds","2.52 MB","1 hour, 28 minutes and 53 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-IACSSAPP-36","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","28 seconds","463.5 MB","3 hours, 17 minutes and 7 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-IBBVAAPP-43","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","42 seconds","692.04 MB","5 hours, 8 minutes and 2 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-IBMBAPP-42","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","2 minutes and 24 seconds","718.97 MB","51 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-LKPDAPP-44","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","3 seconds","33.15 MB","2 hours, 10 minutes and 40 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-LOSAPP-45","OK","192.168.191.26","FDS-VREP-RMP-26","","8 of 8","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","25 seconds","122.98 MB","1 hour, 20 minutes and 28 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-MGATE-35","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","2 minutes and 31 seconds","320.91 MB","2 hours, 28 minutes and 30 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-OOB-58","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","1 minute and 37 seconds","5.52 MB","2 hours, 15 minutes and 49 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-OPBNKAPP-53","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","2 seconds","4.45 MB","2 hours, 46 minutes and 29 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-OPBNKMDW-39","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","1 minute and 51 seconds","1.78 MB","3 hours, 46 minutes and 5 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-OPWSO-54","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","1 second","3.58 MB","1 hour, 13 minutes and 58 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-PINPAD-62","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","9 seconds","23.47 MB","4 hours, 26 minutes and 7 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-PRX-MGATE-13","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","1 second","5.57 MB","1 hour, 55 minutes and 41 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-PRXYSMTP-4","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","1 second","1.36 MB","3 hours, 55 minutes and 27 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-RECONAPP-52","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","1 minute and 49 seconds","4.8 MB","25 minutes and 3 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-SBSAPP-38","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","1 second","5.57 MB","1 hour, 22 minutes and 50 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-SNAP-OAPI-60","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","21 seconds","326.6 MB","1 hour, 7 minutes and 46 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-SNAP-WSO2-61","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","5 seconds","67.29 MB","2 hours, 40 minutes and 58 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-VCALL-SSL-59","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","2 seconds","6.69 MB","5 hours, 46 minutes and 55 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-ZBXSVR-12","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","38 seconds","724.55 MB","2 hours, 26 minutes and 2 seconds","8 hours","0 seconds","Disabled"
"VSMN-KLCBR-086","Incremental Sync","192.168.191.26","FDS-VREP-RMP-26","","23 of 23","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","2 minutes and 11 seconds","8.94 MB","43 minutes and 21 seconds","1 hour","0 seconds","Disabled"
"VSMN-KLMIS-084","OK","192.168.191.26","FDS-VREP-RMP-26","","14 of 14","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","7 seconds","7.13 MB","?","1 hour","0 seconds","Disabled"
