"Virtual Machine","Status","Source","Replication Server","Protection Group","Configured Disks","Auto-replicate New Disks","Managed By","Quiescing","Network Compression","Encryption","Datastore","Storage Policy","Last Instance Sync Point","Last Sync Duration","Last Sync Size","Lag Time","RPO","Current RPO Violation","Points In Time"
"BJJ-MDW","OK","10.10.40.8","vSphere_Replication_OVF10-new","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","BJJ-DR","Datastore Default","Jun 19, 2026","2 seconds","67.63 MB","1 hour, 22 minutes and 40 seconds","8 hours","0 seconds","Disabled"
"BJJ-SSL-BIB","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BJJ-DR","Datastore Default","Jun 19, 2026","2 seconds","14.74 MB","5 hours, 6 minutes and 37 seconds","8 hours","0 seconds","Disabled"
"BJJ-SSL-PIB","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BJJ-DR","Datastore Default","Jun 19, 2026","1 second","13.56 MB","6 hours, 15 minutes and 49 seconds","8 hours","0 seconds","Disabled"
"BJJ-VELIS","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BJJ-DR","Datastore Default","Jun 19, 2026","1 second","14.63 MB","4 hours, 20 minutes and 49 seconds","8 hours","0 seconds","Disabled"
"BMI-RHEL-6.6-MAILSERVER","Recovered","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BMI-DR","Datastore Default","Jun 17, 2026","1 second","5.33 MB","39 hours, 20 minutes and 54 seconds","8 hours","","Disabled"
"BMI-RHEL-8.6-FRAUD","Recovered","10.10.40.8","vSphere_Replication_OVF10-new","","3 of 3","Enabled","VR","Disabled","Enabled","Disabled","BMI-DR","Datastore Default","Jun 17, 2026","3 seconds","153.41 MB","39 hours, 7 minutes and 43 seconds","8 hours","","Disabled"
"BMI-RHEL-8.6-MERCHANT-QRIS","Recovered","10.10.40.8","vSphere_Replication_OVF10-new","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","BMI-DR","Datastore Default","Jun 17, 2026","1 second","45.17 MB","39 hours, 20 minutes and 9 seconds","8 hours","","Disabled"
"BMI-RHEL-9-ADMIN-Obsolete","Recovered","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BMI-DR","Datastore Default","Jun 17, 2026","19 seconds","435.34 MB","39 hours, 57 minutes and 44 seconds","8 hours","","Disabled"
"BMI-RHEL-9-DB","Recovered","10.10.40.8","vSphere_Replication_OVF10-new","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","BMI-DR","Datastore Default","Jun 18, 2026","2 seconds","4.77 MB","38 hours, 25 minutes and 23 seconds","5 minutes","","Disabled"
"BMI-RHEL-9-IBB-ADMIN","Recovered","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BMI-DR","Datastore Default","Jun 17, 2026","12 seconds","70.5 MB","39 hours, 57 minutes and 44 seconds","8 hours","","Disabled"
"BMI-RHEL-9-IBB-APPS","Recovered","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BMI-DR","Datastore Default","Jun 17, 2026","10 seconds","265.04 MB","39 hours, 22 minutes and 39 seconds","8 hours","","Disabled"
"BMI-RHEL-9-IGATE","Recovered","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BMI-DR","Datastore Default","Jun 17, 2026","1 second","17.84 MB","39 hours, 22 minutes and 24 seconds","8 hours","","Disabled"
"BMI-RHEL-9-SOFTTOKEN","Recovered","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BMI-DR","Datastore Default","Jun 17, 2026","1 second","15.04 MB","39 hours, 21 minutes and 49 seconds","8 hours","","Disabled"
"BMI-RHEL-9-SSL","Recovered","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BMI-DR","Datastore Default","Jun 17, 2026","1 second","10.64 MB","39 hours, 21 minutes and 34 seconds","8 hours","","Disabled"
"BSSBIFAST01P-DEV","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","XCAPITAL-DEV-BIFAST","Datastore Default","Jun 19, 2026","1 second","37.55 MB","1 hour, 44 minutes and 7 seconds","8 hours","0 seconds","Disabled"
"BSSBIFASTNRT01P-DEV","OK","10.10.40.8","vSphere_Replication_OVF10-new","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","XCAPITAL-DEV-BIFAST","Datastore Default","Jun 19, 2026","4 seconds","348.45 MB","4 hours, 28 minutes and 45 seconds","8 hours","0 seconds","Disabled"
"BSSBIFASTRTDB01P-DEV","OK","10.10.40.8","vSphere_Replication_OVF10-new","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","XCAPITAL-DEV-BIFAST","Datastore Default","Jun 19, 2026","4 seconds","281.33 MB","6 hours, 4 minutes and 17 seconds","8 hours","0 seconds","Disabled"
"BSSBIFASTUPFICE01P-DEV","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","XCAPITAL-DEV-BIFAST","Datastore Default","Jun 19, 2026","7 seconds","484.75 MB","41 minutes and 49 seconds","8 hours","0 seconds","Disabled"
"CollSys-Apps","OK","10.10.40.8","vSphere_Replication_OVF10-new","","6 of 6","Enabled","VR","Disabled","Enabled","Disabled","KMS-DR-DCI","Datastore Default","Jun 19, 2026","4 seconds","381.16 MB","2 hours, 11 minutes and 46 seconds","8 hours","0 seconds","Disabled"
"CollSys-DB","OK","10.10.40.8","vSphere_Replication_OVF10-new","","2 of 2","Enabled","VR","Disabled","Disabled","Disabled","KMS-DR-DCI","Datastore Default","Jun 19, 2026","2 seconds","2.8 MB","1 minute and 26 seconds","5 minutes","0 seconds","Disabled"
"collsys-SSl.bak","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","KMS-DR-DCI","Datastore Default","Jun 19, 2026","2 seconds","16.19 MB","7 hours, 44 minutes and 44 seconds","8 hours","0 seconds","Disabled"
"GIT-PAC.99","OK","10.10.40.8","vSphere_Replication_OVF10-new","","7 of 7","Enabled","VR","Disabled","Enabled","Disabled","BAG-SSD-DC","Datastore Default","Jun 19, 2026","2 minutes and 5 seconds","4.01 GB","1 hour, 23 minutes and 39 seconds","8 hours","0 seconds","Disabled"
"JAMBI-APPS.37","OK","10.10.40.8","vSphere_Replication_OVF10-new","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","JAMBI-DR-RMP","Datastore Default","Jun 19, 2026","2 seconds","51.41 MB","5 hours, 8 minutes and 8 seconds","8 hours","0 seconds","Disabled"
"JAMBI-CAMS.45.TEMP","OK","10.10.40.8","vSphere_Replication_OVF10-new","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","JAMBI-DR-RMP","Datastore Default","Jun 19, 2026","4 seconds","139.17 MB","2 hours, 28 minutes and 44 seconds","8 hours","0 seconds","Disabled"
"JAMBI-CMS.39","Not Active","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","JAMBI-DR-RMP","Datastore Default","Feb 25, 2026","17 seconds","158.05 MB","2732 hours, 6 minutes and 27 seconds","8 hours","0 seconds","Disabled"
"JAMBI-COB.38","Not Active","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","JAMBI-DR-RMP","Datastore Default","Feb 25, 2026","3 seconds","143.2 MB","2729 hours, 43 minutes and 27 seconds","8 hours","0 seconds","Disabled"
"JAMBI-DB.19","Recovered","10.10.40.8","vSphere_Replication_OVF10-new","","6 of 6","Enabled","VR","Disabled","Enabled","Disabled","JAMBI-DR-RMP","Datastore Default","Feb 27, 2026","4 seconds","11.03 MB","2689 hours, 14 minutes and 49 seconds","5 minutes","","Disabled"
"JAMBI-EDC.40","Not Active","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","JAMBI-DR-RMP","Datastore Default","Mar 16, 2026","1 second","14.3 MB","2286 hours, 54 minutes and 56 seconds","8 hours","0 seconds","Disabled"
"JAMBI-FTP.41","Not Active","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","JAMBI-DR-RMP","Datastore Default","Apr 7, 2026","1 second","5.52 MB","1748 hours, 45 minutes and 20 seconds","8 hours","0 seconds","Disabled"
"JAMBI-IGATE.35.TEMP","Recovered","10.10.40.8","vSphere_Replication_OVF10-new","","4 of 4","Enabled","VR","Disabled","Enabled","Disabled","JAMBI-DR-RMP","Datastore Default","Feb 27, 2026","3 seconds","248.74 MB","2683 hours, 23 minutes and 38 seconds","8 hours","","Disabled"
"JAMBI-LAKUPANDAI.67","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","JAMBI-DR-RMP","Datastore Default","Jun 19, 2026","1 second","37.05 MB","6 hours, 19 minutes and 19 seconds","8 hours","0 seconds","Disabled"
"JAMBI-LKD-CMS-DB.21","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","JAMBI-DR-RMP","Datastore Default","Jun 19, 2026","2 seconds","6.66 MB","6 seconds","5 minutes","0 seconds","Disabled"
"JAMBI-MIDSERVICES.47","Not Active","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","JAMBI-DR-RMP","Datastore Default","Feb 25, 2026","3 seconds","57.8 MB","2730 hours, 15 minutes and 1 second","8 hours","0 seconds","Disabled"
"JAMBI-OOB-VCALL.82","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","JAMBI-DR-RMP","Datastore Default","Jun 19, 2026","1 second","40.88 MB","3 hours, 59 minutes and 50 seconds","8 hours","0 seconds","Disabled"
"JAMBI-RECON.51","Not Active","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","JAMBI-DR-RMP","Datastore Default","Feb 25, 2026","6 seconds","143.94 MB","2730 hours, 53 minutes and 29 seconds","8 hours","0 seconds","Disabled"
"JAMBI-SBS-APP-DB.50","Not Active","10.10.40.8","vSphere_Replication_OVF10-new","","3 of 3","Enabled","VR","Disabled","Enabled","Disabled","JAMBI-DR-RMP","Datastore Default","Feb 25, 2026","3 seconds","3.6 MB","2726 hours, 49 minutes and 53 seconds","5 minutes","0 seconds","Disabled"
"JAMBI-SNAP-DB.20","Not Active","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","JAMBI-DR-RMP","Datastore Default","Feb 25, 2026","1 second","320 KB","2726 hours, 49 minutes and 16 seconds","5 minutes","0 seconds","Disabled"
"JAMBI-SSL-2.4","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","JAMBI-DR-RMP","Datastore Default","Jun 19, 2026","2 seconds","13.16 MB","5 hours, 54 minutes and 47 seconds","8 hours","0 seconds","Disabled"
"JAMBI-SSL-IBCOB-3","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","JAMBI-DR-RMP","Datastore Default","Jun 19, 2026","2 seconds","21.7 MB","3 hours, 23 minutes and 47 seconds","8 hours","0 seconds","Disabled"
"JAMBI-SSL-SYARIAH.5","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","JAMBI-DR-RMP","Datastore Default","Jun 19, 2026","1 second","10.56 MB","4 hours, 36 minutes and 11 seconds","8 hours","0 seconds","Disabled"
"JAMBI-WEB-TELLER.49","OK","10.10.40.8","vSphere_Replication_OVF10-new","","3 of 3","Enabled","VR","Disabled","Enabled","Disabled","JAMBI-DR-RMP","Datastore Default","Jun 19, 2026","3 seconds","27.82 MB","1 hour, 27 minutes and 10 seconds","8 hours","0 seconds","Disabled"
"JAMBI-WSO.46","Not Active","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","JAMBI-DR-RMP","Datastore Default","Feb 25, 2026","21 seconds","29.98 MB","2730 hours, 36 minutes and 55 seconds","8 hours","0 seconds","Disabled"
"KMS-RHEL-6.5-APPS","OK","10.10.40.8","vSphere_Replication_OVF10-new","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","KMS-DR-DCI","Datastore Default","Jun 19, 2026","3 seconds","102.84 MB","1 hour, 59 minutes and 32 seconds","8 hours","0 seconds","Disabled"
"KMS-RHEL-6.5-APPS-DB","OK","10.10.40.8","vSphere_Replication_OVF10-new","","2 of 2","Enabled","VR","Disabled","Disabled","Disabled","KMS-DR-DCI","Datastore Default","Jun 19, 2026","2 seconds","4.55 MB","3 minutes and 43 seconds","5 minutes","0 seconds","Disabled"
"KMS-RHEL-6.5-IGATE","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","KMS-DR-DCI","Datastore Default","Jun 19, 2026","2 seconds","33.77 MB","7 hours, 29 minutes and 8 seconds","8 hours","0 seconds","Disabled"
"KMS-RHEL-6.5-IGATE-DB","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","KMS-DR-DCI","Datastore Default","Jun 19, 2026","1 minute and 19 seconds","5.43 GB","7 hours, 7 minutes and 18 seconds","8 hours","0 seconds","Disabled"
"KMS-RHEL-6.5-SSL-VA","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","KMS-DR-DCI","Datastore Default","Jun 19, 2026","2 seconds","14.87 MB","7 hours, 24 minutes and 56 seconds","8 hours","0 seconds","Disabled"
"KMS-WhiteLabel-XFERS-APPS","OK","10.10.40.8","vSphere_Replication_OVF10-new","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","KMS-DR-DCI","Datastore Default","Jun 19, 2026","2 seconds","81.75 MB","1 hour, 59 minutes and 37 seconds","8 hours","0 seconds","Disabled"
"NTT-CNTRPLN-34","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BNTT-DR-RMP","Datastore Default","Jun 19, 2026","1 second","22.3 MB","7 hours, 13 minutes and 10 seconds","8 hours","0 seconds","Disabled"
"NTT-COB-45","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BNTT-DR-RMP","Datastore Default","Jun 19, 2026","1 second","27.23 MB","7 hours, 12 minutes and 52 seconds","8 hours","0 seconds","Disabled"
"NTT-COBADM-52","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BNTT-DR-RMP","Datastore Default","Jun 19, 2026","2 seconds","22.8 MB","5 hours, 55 minutes and 25 seconds","8 hours","0 seconds","Disabled"
"NTT-DBPGSQL-19","OK","10.10.40.8","vSphere_Replication_OVF10-new","","8 of 8","Enabled","VR","Disabled","Enabled","Disabled","datastore_sas_ssd_ntt_2_rmp","Datastore Default","Jun 19, 2026","11 seconds","194.77 MB","2 minutes and 24 seconds","5 minutes","0 seconds","Disabled"
"NTT-ELK-KIBANA-83","OK","10.10.40.8","vSphere_Replication_OVF10-new","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","BNTT-DR-RMP","Datastore Default","Jun 19, 2026","29 seconds","965.17 MB","17 minutes and 1 second","1 hour","0 seconds","Disabled"
"NTT-HAZELCAST-21","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BNTT-DR-RMP","Datastore Default","Jun 19, 2026","33 seconds","830.17 MB","1 hour, 28 minutes and 47 seconds","8 hours","0 seconds","Disabled"
"NTT-IB-APPS-37","OK","10.10.40.8","vSphere_Replication_OVF10-new","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","BNTT-DR-RMP","Datastore Default","Jun 19, 2026","39 seconds","1.96 GB","1 hour, 22 minutes and 36 seconds","8 hours","0 seconds","Disabled"
"NTT-IBB-APPS-38","OK","10.10.40.8","vSphere_Replication_OVF10-new","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","BNTT-DR-RMP","Datastore Default","Jun 19, 2026","2 seconds","36.98 MB","22 minutes and 54 seconds","8 hours","0 seconds","Disabled"
"NTT-LOS-44","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BNTT-DR-RMP","Datastore Default","Jun 19, 2026","7 seconds","436.98 MB","1 hour, 14 minutes and 58 seconds","8 hours","0 seconds","Disabled"
"NTT-MGATE-35","OK","10.10.40.8","vSphere_Replication_OVF10-new","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","BNTT-DR-RMP","Datastore Default","Jun 19, 2026","14 seconds","844.06 MB","3 hours, 43 minutes and 45 seconds","8 hours","0 seconds","Disabled"
"NTT-MONITORING-BIFAST-39","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BNTT-DR-RMP","Datastore Default","Jun 19, 2026","1 second","11.98 MB","4 hours, 51 minutes and 45 seconds","8 hours","0 seconds","Disabled"
"NTT-SBSKIOSK-53","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BNTT-DR-RMP","Datastore Default","Jun 19, 2026","2 seconds","61.11 MB","4 hours, 29 minutes and 21 seconds","8 hours","0 seconds","Disabled"
"NTT-SSL-3","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BNTT-DR-RMP","Datastore Default","Jun 19, 2026","2 seconds","62.82 MB","4 hours, 33 minutes and 56 seconds","8 hours","0 seconds","Disabled"
"NTT-SSL-WEBADM-50","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BNTT-DR-RMP","Datastore Default","Jun 19, 2026","2 seconds","23.09 MB","6 hours, 54 minutes and 35 seconds","8 hours","0 seconds","Disabled"
"NTT-WEBADMIN-51","OK","10.10.40.8","vSphere_Replication_OVF10-new","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","BNTT-DR-RMP","Datastore Default","Jun 19, 2026","3 seconds","74.85 MB","5 hours, 1 minute and 10 seconds","8 hours","0 seconds","Disabled"
"PAC-Cash-STS","OK","10.10.40.8","vSphere_Replication_OVF10-new","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","DS_PAC_CASH_DRC_NEW","Datastore Default","Jun 19, 2026","2 minutes and 5 seconds","453.43 MB","4 hours, 30 minutes and 53 seconds","8 hours","0 seconds","Disabled"
"PAC-Cash-STS-2","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","DS_PAC_CASH_DRC_NEW","Datastore Default","Jun 19, 2026","45 seconds","201.46 MB","1 hour, 34 minutes and 12 seconds","8 hours","0 seconds","Disabled"
"PAC-CashEmoney-Admin","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","DS_PAC_CASH_DRC_NEW","Datastore Default","Jun 19, 2026","34 seconds","40.76 MB","6 hours, 45 minutes and 2 seconds","8 hours","0 seconds","Disabled"
"PAC-CashEmoney-Apps","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","DS_PAC_CASH_DRC_NEW","Datastore Default","Jun 19, 2026","53 seconds","244.55 MB","37 minutes and 41 seconds","8 hours","0 seconds","Disabled"
"PAC-CashEmoney-DB","OK","10.10.40.8","vSphere_Replication_OVF10-new","","3 of 3","Enabled","VR","Disabled","Disabled","Disabled","DS_PAC_CASH_DRC_NEW","Datastore Default","Jun 19, 2026","8 seconds","12.88 MB","38 seconds","5 minutes","0 seconds","Disabled"
"PAC-CashEmoney-Digibank","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","DS_PAC_CASH_DRC_NEW","Datastore Default","Jun 19, 2026","26 seconds","100.28 MB","4 hours, 10 minutes and 11 seconds","8 hours","0 seconds","Disabled"
"PAC-CashEmoney-FTP","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","DS_PAC_CASH_DRC_NEW","Datastore Default","Jun 19, 2026","36 seconds","139.89 MB","1 hour, 49 minutes and 52 seconds","8 hours","0 seconds","Disabled"
"PAC-CashEmoney-Igate","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","DS_PAC_CASH_DRC_NEW","Datastore Default","Jun 19, 2026","46 seconds","204.78 MB","4 hours, 44 minutes and 34 seconds","8 hours","0 seconds","Disabled"
"PAC-CashEmoney-Merchant","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","DS_PAC_CASH_DRC_NEW","Datastore Default","Jun 19, 2026","14 seconds","24.12 MB","4 hours, 13 minutes and 47 seconds","8 hours","0 seconds","Disabled"
"PAC-CashEmoney-SSL","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","DS_PAC_CASH_DRC_NEW","Datastore Default","Jun 19, 2026","34 seconds","139.23 MB","5 hours, 13 minutes and 28 seconds","8 hours","0 seconds","Disabled"
"PAC-CashEmoney-Token","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","DS_PAC_CASH_DRC_NEW","Datastore Default","Jun 19, 2026","11 seconds","20.31 MB","3 hours, 34 minutes and 26 seconds","8 hours","0 seconds","Disabled"
"PAC-Payment-APPS-DC","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","DS_PAC_CASH_DRC_NEW","Datastore Default","Jun 19, 2026","55 seconds","254.92 MB","5 hours, 5 minutes and 9 seconds","8 hours","0 seconds","Disabled"
"PAC-Payment-DB-DC","OK","10.10.40.8","vSphere_Replication_OVF10-new","","3 of 3","Enabled","VR","Disabled","Enabled","Disabled","DS_PAC_CASH_DRC_NEW","Datastore Default","Jun 19, 2026","14 seconds","15.38 MB","3 minutes and 30 seconds","5 minutes","0 seconds","Disabled"
"PAC-Payment-SSL-DC","OK","10.10.40.8","vSphere_Replication_OVF10-new","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","DS_PAC_CASH_DRC_NEW","Datastore Default","Jun 19, 2026","1 minute and 20 seconds","108.58 MB","6 hours, 11 minutes and 11 seconds","8 hours","0 seconds","Disabled"
"Sulselbar-Apps","OK","10.10.40.8","vSphere_Replication_OVF10-new","","5 of 5","Enabled","VR","Disabled","Disabled","Disabled","DS_BSSB_DRC","Datastore Default","Jun 19, 2026","49 seconds","2.32 GB","3 hours, 48 minutes and 57 seconds","8 hours","0 seconds","Disabled"
