"Virtual Machine","Status","Target","Replication Server","Protection Group","Configured Disks","Auto-replicate New Disks","Managed By","Quiescing","Network Compression","Encryption","Datastore","Storage Policy","Last Instance Sync Point","Last Sync Duration","Last Sync Size","Lag Time","RPO","Current RPO Violation","Points In Time"
"GANESHA-DB-SLAVE-NEW","Incremental Sync (RPO Violation)","192.168.191.26","FDS-VREP-RMP-26","","3 of 3","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","41 minutes and 56 seconds","73.88 GB","3 hours, 24 minutes and 9 seconds","5 minutes","3 hours and 21 minutes","Disabled"
"GANESHA-ELK-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","2 minutes and 39 seconds","3.39 GB","?","8 hours","0 seconds","Disabled"
"GANESHA-MGATE-PROXY-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","5 seconds","49.77 MB","?","8 hours","0 seconds","Disabled"
"GANESHA-SSL-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","10 seconds","122.16 MB","29 minutes and 53 seconds","8 hours","0 seconds","Disabled"
"GANESHA-WEB-TELLER-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","6 seconds","50.55 MB","14 minutes and 50 seconds","8 hours","0 seconds","Disabled"
"GANESHA-WN-1-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","11 seconds","197.68 MB","1 hour, 32 minutes and 47 seconds","8 hours","0 seconds","Disabled"
"GANESHA-WN-2-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","1 second","4.46 MB","14 minutes and 34 seconds","8 hours","0 seconds","Disabled"
"GANESHA-WN-3-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","2 minutes and 35 seconds","1.1 GB","2 hours, 8 minutes and 48 seconds","8 hours","0 seconds","Disabled"
"PDSB-CONTROL-PLANE","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","2 minutes and 13 seconds","921.97 MB","2 hours, 2 minutes and 25 seconds","8 hours","0 seconds","Disabled"
"PDSB-ELK","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","9 seconds","103.57 MB","2 minutes and 26 seconds","1 hour","0 seconds","Disabled"
"PDSB-IBB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","5 seconds","11.48 MB","24 minutes and 9 seconds","8 hours","0 seconds","Disabled"
"PDSB-IBB-ADM","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","0 seconds","952 KB","1 hour, 14 minutes and 36 seconds","8 hours","0 seconds","Disabled"
"PDSB-IBMB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","3 seconds","70.21 MB","2 hours, 38 minutes and 54 seconds","8 hours","0 seconds","Disabled"
"PDSB-IBMB-ADM","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","2 seconds","13 MB","2 hours, 21 minutes and 6 seconds","8 hours","0 seconds","Disabled"
"PDSB-MGATE","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","4 seconds","62.65 MB","17 minutes and 54 seconds","8 hours","0 seconds","Disabled"
"PDSB-PGSQL","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","2 seconds","392 KB","?","5 minutes","0 seconds","Disabled"
"PDSB-PGSQL-SLAVE","OK","192.168.191.26","FDS-VREP-RMP-26","","4 of 4","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","11 seconds","1.41 MB","?","5 minutes","0 seconds","Disabled"
"PDSB-PROXY-ADM","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","2 seconds","13.85 MB","30 minutes and 10 seconds","8 hours","0 seconds","Disabled"
"PDSB-PROXY-MGATE","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","2 seconds","7.95 MB","2 hours, 11 minutes and 52 seconds","8 hours","0 seconds","Disabled"
"PDSB-REDIS","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","2 seconds","37.22 MB","3 hours, 50 minutes and 31 seconds","8 hours","0 seconds","Disabled"
"PDSB-SSL","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","1 second","11.27 MB","12 minutes and 4 seconds","8 hours","0 seconds","Disabled"
"PDSB-VCALL","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","4 seconds","107.95 MB","8 minutes and 47 seconds","8 hours","0 seconds","Disabled"
"VFDS_RHEL6.3_R10_CCBI-PROD_WEB_109","OK","192.168.191.26","FDS-VREP-RMP-26","","3 of 3","Enabled","VR","Disabled","Enabled","Disabled","datastore_ssd_bwk_rmp_5","Datastore Default","Jun 22, 2026","1 minute and 1 second","2.35 MB","31 minutes and 13 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL6.5_R10_CCBI-PROD_SILEO_116","OK","192.168.191.26","FDS-VREP-RMP-26","","3 of 3","Enabled","VR","Disabled","Enabled","Disabled","datastore_ssd_bwk_rmp_5","Datastore Default","Jun 22, 2026","2 minutes and 12 seconds","103.65 MB","41 minutes and 25 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL6.5_R10_CCBI-PROD_SLIK_115","OK","192.168.191.26","FDS-VREP-RMP-26","","3 of 3","Enabled","VR","Disabled","Enabled","Disabled","datastore_ssd_bwk_rmp_5","Datastore Default","Jun 22, 2026","39 seconds","77.22 MB","9 minutes and 37 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL6.5_R15_INA-PROD_APP_53","OK","192.168.191.26","FDS-VREP-RMP-26","","6 of 6","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","10 seconds","164.58 MB","?","30 minutes","0 seconds","Disabled"
"VFDS_RHEL6.5_R15_INA-PROD_CBR_41","Not Active (RPO Violation)","192.168.191.26","FDS-VREP-RMP-26","","8 of 8","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Dec 5, 2025","7 seconds","138.46 MB","4771 hours, 57 minutes and 3 seconds","3 hours","4632 hours and 53 minutes","Disabled"
"VFDS_RHEL6.5_R15_INA-PROD_CHN_58","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","9 seconds","153.45 MB","14 minutes and 50 seconds","2 hours","0 seconds","Disabled"
"VFDS_RHEL6.5_R15_INA-PROD_CHN_59","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","9 seconds","120.68 MB","?","2 hours","0 seconds","Disabled"
"VFDS_RHEL6.5_R15_INA-PROD_LB_54","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","15 seconds","47.57 MB","21 minutes and 24 seconds","3 hours","0 seconds","Disabled"
"VFDS_RHEL6.5_R15_INA-PROD_LOCKMGR_56","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","2 minutes and 5 seconds","50.67 MB","29 minutes and 17 seconds","3 hours","0 seconds","Disabled"
"VFDS_RHEL6.5_R16_BMAS-PROD_APP_53","Incremental Sync","192.168.191.26","FDS-VREP-RMP-26","","16 of 16","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","6 minutes","3.83 GB","6 minutes and 12 seconds","15 minutes","0 seconds","Disabled"
"VFDS_RHEL6.5_R16_BMAS-PROD_CBR_41","OK","192.168.191.26","FDS-VREP-RMP-26","","13 of 13","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","9 seconds","41.35 MB","5 minutes and 33 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL6.5_R16_BMAS-PROD_CHN_52","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","1 minute and 50 seconds","72.66 MB","?","1 hour","0 seconds","Disabled"
"VFDS_RHEL6.5_R16_BMAS-PROD_CHN_58","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","30 seconds","389.72 MB","41 minutes and 55 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL6.5_R16_BMAS-PROD_CHN_60","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","48 seconds","288.91 MB","44 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL6.5_R16_BMAS-PROD_LB_54","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","3 seconds","4.98 MB","18 minutes and 11 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL7.6_R16_BMAS-PROD_MIS_55","Incremental Sync","192.168.191.26","FDS-VREP-RMP-26","","4 of 4","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","14 minutes and 57 seconds","5.83 GB","18 minutes and 9 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL7.6_R18_CCBI-PROD_APP_165","Incremental Sync (RPO Violation)","192.168.191.26","FDS-VREP-RMP-26","","10 of 10","Enabled","VR","Disabled","Enabled","Disabled","datastore_ccbi_rmp_2_ssd","Datastore Default","Jun 22, 2026","2 minutes and 36 seconds","1.65 GB","2 hours, 26 minutes and 23 seconds","15 minutes","2 hours and 1 minute","Disabled"
"VFDS_RHEL7.6_R18_CCBI-PROD_CHN_167","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","datastore_ccbi_rmp_2_ssd","Datastore Default","Jun 22, 2026","23 seconds","128.22 MB","3 minutes and 27 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL7.6_R18_CCBI-PROD_CHN_170","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","datastore_ccbi_rmp_2_ssd","Datastore Default","Jun 22, 2026","8 seconds","90.86 MB","20 minutes and 35 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL7.6_R18_CCBI-PROD_LB_171","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","datastore_ccbi_rmp_1","Datastore Default","Jun 22, 2026","2 seconds","37.86 MB","36 minutes and 7 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL7.6_R18_CCBI-PROD_SWF_169","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","datastore_ccbi_rmp_1","Datastore Default","Jun 22, 2026","1 minute and 51 seconds","76.68 MB","52 minutes and 55 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL7.6_R18_CCBI-PROD_WEB_166","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","datastore_ccbi_rmp_1","Datastore Default","Jun 22, 2026","1 minutes","30.71 MB","16 minutes and 9 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL8.4_R15_INA-PROD_APUPPT_57","OK","192.168.191.26","FDS-VREP-RMP-26","","3 of 3","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","7 seconds","6.45 MB","42 minutes and 18 seconds","3 hours","0 seconds","Disabled"
"VFDS_RHEL8.6_R16_BMAS-PROD_APUPPT_57","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","1 second","1.15 MB","2 minutes and 19 seconds","1 hour","0 seconds","Disabled"
"VPAC-BBNT-ADMIN-IBB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","6 seconds","60.29 MB","3 hours, 23 minutes and 36 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-ADMIN-IBMB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","1 second","472 KB","26 minutes and 17 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-APPS-IBB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","7 seconds","105.26 MB","1 hour, 26 minutes and 29 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-APPS-IBMB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","9 seconds","126.59 MB","5 hours, 20 minutes and 48 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-CTRLPLANE","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","14 seconds","262.49 MB","20 minutes and 46 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-DBCACHE","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","3 seconds","12.44 MB","47 minutes and 52 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-DBPGSQL","OK","192.168.191.26","FDS-VREP-RMP-26","","3 of 3","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","3 seconds","976 KB","?","5 minutes","0 seconds","Disabled"
"VPAC-BBNT-DBPGSQL-SLAVE-DC","OK","192.168.191.26","FDS-VREP-RMP-26","","6 of 6","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 22, 2026","1 hour, 54 minutes and 46 seconds","143.38 GB","2 hours, 15 minutes and 1 second","8 hours","0 seconds","Disabled"
