"Virtual Machine","Status","Target","Replication Server","Protection Group","Configured Disks","Auto-replicate New Disks","Managed By","Quiescing","Network Compression","Encryption","Datastore","Storage Policy","Last Instance Sync Point","Last Sync Duration","Last Sync Size","Lag Time","RPO","Current RPO Violation","Points In Time"
"BMAS_PAC_LOS_59_DC","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","1 second","960 KB","1 hour, 22 minutes and 2 seconds","8 hours","0 seconds","Disabled"
"BMAS_PAC_MIDSERVICE_43","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","7 seconds","85.88 MB","4 minutes and 15 seconds","8 hours","0 seconds","Disabled"
"BMAS_PAC_RECONCILE_61_DC","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","1 second","1.91 MB","55 minutes and 33 seconds","8 hours","0 seconds","Disabled"
"BMAS_PAC_SCANNER_114_DC","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","10 seconds","116.38 MB","1 hour, 16 minutes and 19 seconds","8 hours","0 seconds","Disabled"
"BMAS_PAC_SSL_3_DC","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","1 second","22.66 MB","3 hours, 39 minutes and 53 seconds","8 hours","0 seconds","Disabled"
"BMAS_PAC_WEBADMIN_51_DC","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","3 seconds","6.54 MB","25 minutes and 36 seconds","8 hours","0 seconds","Disabled"
"BMAS_PAC_WSO2_42_DC","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","2 minutes and 2 seconds","2.74 MB","1 hour, 24 minutes and 43 seconds","8 hours","0 seconds","Disabled"
"DWH-KLSL-BUCKET.167","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","3 seconds","49.05 MB","40 minutes and 27 seconds","8 hours","0 seconds","Disabled"
"DWH-KLSL-DB-DM.165","Incremental Sync","192.168.191.26","FDS-VREP-RMP-26","","6 of 6","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","27 seconds","44.86 MB","?","5 minutes","0 seconds","Disabled"
"DWH-KLSL-DB.164","Incremental Sync","192.168.191.26","FDS-VREP-RMP-26","","11 of 11","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","15 seconds","320.8 MB","1 minute and 2 seconds","5 minutes","0 seconds","Disabled"
"DWH-KLSL-ENGINE.166","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","41 seconds","21.94 MB","?","8 hours","0 seconds","Disabled"
"DWH-KLSL-MANAGER.162.","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","17 seconds","232.75 MB","3 hours, 31 minutes and 17 seconds","8 hours","0 seconds","Disabled"
"DWH-KLSL-REPORT.163","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","3 seconds","19.33 MB","7 minutes and 2 seconds","8 hours","0 seconds","Disabled"
"FDBG_FDS_T24_CHN1-134","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","2 minutes and 2 seconds","13.26 MB","9 minutes and 44 seconds","1 hour","0 seconds","Disabled"
"FDBG_FDS_T24_CHN2-135","Incremental Sync","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","4 seconds","62.71 MB","21 minutes and 52 seconds","1 hour","0 seconds","Disabled"
"FDBG_FDS_T24_LB-143","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","1 second","1.24 MB","1 minute and 18 seconds","1 hour","0 seconds","Disabled"
"FDBG_FDS_T24_SIGVER-144","OK","192.168.191.26","FDS-VREP-RMP-26","","9 of 9","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","2 minutes and 9 seconds","52.99 MB","6 minutes and 45 seconds","30 minutes","0 seconds","Disabled"
"FDBG_FDS_T24_SWFLOS-145","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","1 second","10.22 MB","13 minutes and 14 seconds","1 hour","0 seconds","Disabled"
"FDBG_FDS_T24_TAFJ1-130","OK","192.168.191.26","FDS-VREP-RMP-26","","4 of 4","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","19 seconds","14.51 MB","4 minutes and 55 seconds","30 minutes","0 seconds","Disabled"
"FDBG_FDS_T24_TAFJ2-131","OK","192.168.191.26","FDS-VREP-RMP-26","","3 of 3","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","1 minute and 20 seconds","2.04 MB","17 minutes and 58 seconds","30 minutes","0 seconds","Disabled"
"FDBG_FDS_T24_WEB-138","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","2 minutes and 1 second","992 KB","42 seconds","1 hour","0 seconds","Disabled"
"FDBG_PAC_ELK-126-old","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","14 seconds","16.73 MB","7 minutes and 39 seconds","8 hours","0 seconds","Disabled"
"FDBG_PAC_LOS_KPT-69","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","2 seconds","11.51 MB","2 hours, 9 minutes and 55 seconds","8 hours","0 seconds","Disabled"
"FDBG_PAC_LOS_MULTICORE-68","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","2 minutes and 2 seconds","6.65 MB","33 minutes and 35 seconds","8 hours","0 seconds","Disabled"
"FDBG_PAC_LOS_MULTICORE_FTP-6","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","2 seconds","15.69 MB","58 minutes and 8 seconds","8 hours","0 seconds","Disabled"
"FDBG_PAC_VICALL_OOB","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","4 seconds","59.73 MB","40 minutes and 16 seconds","8 hours","0 seconds","Disabled"
"FDBG_PAC_Xforce_ELK.","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","11 minutes and 51 seconds","12.6 GB","3 hours, 55 minutes and 31 seconds","8 hours","0 seconds","Disabled"
"FDBG_PAC_Xforce_web","OK","192.168.191.26","FDS-VREP-RMP-26","","4 of 4","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","2 minutes and 42 seconds","1.48 GB","1 hour, 46 minutes and 4 seconds","8 hours","0 seconds","Disabled"
"GANESHA-ADMIN-PROXY-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","6 seconds","85.62 MB","3 hours, 36 minutes and 52 seconds","8 hours","0 seconds","Disabled"
"GANESHA-CACHE-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","2 minutes and 21 seconds","379.27 MB","16 minutes and 1 second","8 hours","0 seconds","Disabled"
"GANESHA-CTL-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","31 seconds","699.95 MB","28 minutes and 18 seconds","8 hours","0 seconds","Disabled"
"GANESHA-DB-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","3 of 3","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","3 seconds","7.17 MB","?","5 minutes","0 seconds","Disabled"
"GANESHA-DB-SLAVE-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","3 of 3","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","2 seconds","6.27 MB","?","5 minutes","0 seconds","Disabled"
"GANESHA-ELK-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","7 seconds","172.32 MB","2 hours, 6 minutes and 53 seconds","8 hours","0 seconds","Disabled"
"GANESHA-MGATE-PROXY-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","2 minutes and 4 seconds","64.83 MB","1 hour, 18 minutes and 44 seconds","8 hours","0 seconds","Disabled"
"GANESHA-SSL-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","9 seconds","139.93 MB","1 hour, 19 minutes and 23 seconds","8 hours","0 seconds","Disabled"
"GANESHA-WEB-TELLER-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","6 seconds","173.69 MB","40 minutes and 23 seconds","8 hours","0 seconds","Disabled"
"GANESHA-WN-1-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","2 minutes and 17 seconds","439.16 MB","51 minutes and 56 seconds","8 hours","0 seconds","Disabled"
"GANESHA-WN-2-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","22 seconds","533.33 MB","3 hours, 10 minutes and 18 seconds","8 hours","0 seconds","Disabled"
"GANESHA-WN-3-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","1 minute and 2 seconds","523.96 MB","2 hours, 41 minutes and 15 seconds","8 hours","0 seconds","Disabled"
"PDSB-CONTROL-PLANE","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","2 minutes and 41 seconds","1.14 GB","1 hour, 22 minutes and 23 seconds","8 hours","0 seconds","Disabled"
"PDSB-ELK","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","6 seconds","89.77 MB","?","1 hour","0 seconds","Disabled"
"PDSB-IBB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","35 seconds","26.34 MB","3 hours, 35 minutes and 13 seconds","8 hours","0 seconds","Disabled"
"PDSB-IBB-ADM","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","1 second","4.43 MB","1 hour and 34 minutes","8 hours","0 seconds","Disabled"
"PDSB-IBMB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","2 minutes and 16 seconds","572.23 MB","2 hours, 45 minutes and 38 seconds","8 hours","0 seconds","Disabled"
"PDSB-IBMB-ADM","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","1 second","6.83 MB","15 minutes and 58 seconds","8 hours","0 seconds","Disabled"
"PDSB-MGATE","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","10 seconds","190.73 MB","4 minutes and 7 seconds","8 hours","0 seconds","Disabled"
"PDSB-PGSQL","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","12 seconds","8.29 MB","?","5 minutes","0 seconds","Disabled"
"PDSB-PGSQL-SLAVE","Incremental Sync","192.168.191.26","FDS-VREP-RMP-26","","4 of 4","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","12 seconds","6.54 MB","1 minute and 50 seconds","5 minutes","0 seconds","Disabled"
"PDSB-PROXY-ADM","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","2 minutes and 1 second","5.98 MB","1 hour, 45 minutes and 38 seconds","8 hours","0 seconds","Disabled"
"PDSB-PROXY-MGATE","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","1 second","2.77 MB","1 hour, 18 minutes and 44 seconds","8 hours","0 seconds","Disabled"
"PDSB-REDIS","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","3 seconds","56.2 MB","1 hour, 46 minutes and 30 seconds","8 hours","0 seconds","Disabled"
"PDSB-SSL","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","1 minute and 51 seconds","16.89 MB","30 minutes and 31 seconds","8 hours","0 seconds","Disabled"
"PDSB-VCALL","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","8 seconds","161.77 MB","2 hours, 58 minutes and 9 seconds","8 hours","0 seconds","Disabled"
"VFDS-KLCVNAPP-082","OK","192.168.191.26","FDS-VREP-RMP-26","","19 of 19","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","15 seconds","122.48 MB","16 minutes and 8 seconds","30 minutes","0 seconds","Disabled"
"VFDS-KLCVNCHN-087","OK","192.168.191.26","FDS-VREP-RMP-26","","6 of 6","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","12 seconds","206.46 MB","13 minutes","1 hour","0 seconds","Disabled"
"VFDS-KLCVNCHN-115","OK","192.168.191.26","FDS-VREP-RMP-26","","6 of 6","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","7 seconds","100.79 MB","4 minutes and 18 seconds","1 hour","0 seconds","Disabled"
"VFDS-KLCVNCHN-116","OK","192.168.191.26","FDS-VREP-RMP-26","","6 of 6","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","21 seconds","336.47 MB","4 minutes and 17 seconds","1 hour","0 seconds","Disabled"
"VFDS-KLCVNNGX-098","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","1 second","2.02 MB","34 minutes and 20 seconds","1 hour","0 seconds","Disabled"
"VFDS-KLCVNWEB-091","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","1 minute and 2 seconds","584 KB","5 minutes and 41 seconds","1 hour","0 seconds","Disabled"
"VFDS-KLSIGVER-114","OK","192.168.191.26","FDS-VREP-RMP-26","","18 of 18","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","22 seconds","376.88 MB","?","1 hour","0 seconds","Disabled"
"VFDS-KLSURNGX-100","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","1 second","552 KB","16 minutes and 3 seconds","1 hour","0 seconds","Disabled"
"VFDS-KLSYHAPP-083","OK","192.168.191.26","FDS-VREP-RMP-26","","8 of 8","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","13 seconds","15.35 MB","1 minute and 52 seconds","30 minutes","0 seconds","Disabled"
"VFDS-KLSYHCHN-088","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","8 seconds","82.27 MB","3 minutes and 55 seconds","1 hour","0 seconds","Disabled"
"VFDS-KLSYHCHN-120","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","7 seconds","93.88 MB","49 minutes and 27 seconds","1 hour","0 seconds","Disabled"
"VFDS-KLSYHNGX-099","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","4 seconds","1.63 MB","10 minutes and 30 seconds","1 hour","0 seconds","Disabled"
"VFDS-KLSYHWEB-092","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","2 seconds","1.62 MB","13 minutes and 22 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL6.3_R10_CCBI-PROD_WEB_109","OK","192.168.191.26","FDS-VREP-RMP-26","","3 of 3","Enabled","VR","Disabled","Enabled","Disabled","datastore_ssd_bwk_rmp_5","Datastore Default","Jun 19, 2026","1 minute and 7 seconds","2.16 MB","38 minutes and 48 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL6.5_R10_CCBI-PROD_SILEO_116","OK","192.168.191.26","FDS-VREP-RMP-26","","3 of 3","Enabled","VR","Disabled","Enabled","Disabled","datastore_ssd_bwk_rmp_5","Datastore Default","Jun 19, 2026","1 minute and 46 seconds","50.75 MB","24 minutes and 25 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL6.5_R10_CCBI-PROD_SLIK_115","OK","192.168.191.26","FDS-VREP-RMP-26","","3 of 3","Enabled","VR","Disabled","Enabled","Disabled","datastore_ssd_bwk_rmp_5","Datastore Default","Jun 19, 2026","54 seconds","76.17 MB","20 minutes and 32 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL6.5_R15_INA-PROD_APP_53","OK","192.168.191.26","FDS-VREP-RMP-26","","6 of 6","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","4 seconds","40.57 MB","7 minutes and 23 seconds","30 minutes","0 seconds","Disabled"
"VFDS_RHEL6.5_R15_INA-PROD_CBR_41","Not Active (RPO Violation)","192.168.191.26","FDS-VREP-RMP-26","","8 of 8","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Dec 5, 2025","7 seconds","138.46 MB","4715 hours, 31 minutes and 31 seconds","3 hours","4632 hours and 53 minutes","Disabled"
"VFDS_RHEL6.5_R15_INA-PROD_CHN_58","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","1 minute and 47 seconds","47.66 MB","27 minutes and 26 seconds","2 hours","0 seconds","Disabled"
"VFDS_RHEL6.5_R15_INA-PROD_CHN_59","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","2 minutes and 17 seconds","191.44 MB","48 minutes and 46 seconds","2 hours","0 seconds","Disabled"
"VFDS_RHEL6.5_R15_INA-PROD_LB_54","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","4 seconds","79.66 MB","1 hour, 15 minutes and 58 seconds","3 hours","0 seconds","Disabled"
"VFDS_RHEL6.5_R15_INA-PROD_LOCKMGR_56","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","6 seconds","54.04 MB","34 minutes and 10 seconds","3 hours","0 seconds","Disabled"
"VFDS_RHEL6.5_R16_BMAS-PROD_APP_53","OK","192.168.191.26","FDS-VREP-RMP-26","","16 of 16","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","57 seconds","32.83 MB","8 minutes and 22 seconds","15 minutes","0 seconds","Disabled"
"VFDS_RHEL6.5_R16_BMAS-PROD_CBR_41","OK","192.168.191.26","FDS-VREP-RMP-26","","13 of 13","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","1 minute and 49 seconds","53.75 MB","9 minutes and 14 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL6.5_R16_BMAS-PROD_CHN_52","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","9 seconds","147.05 MB","59 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL6.5_R16_BMAS-PROD_CHN_58","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","19 seconds","393.05 MB","16 minutes and 21 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL6.5_R16_BMAS-PROD_CHN_60","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","17 seconds","320.77 MB","22 minutes and 32 seconds","1 hour","0 seconds","Disabled"
