"Virtual Machine","Status","Target","Replication Server","Protection Group","Configured Disks","Auto-replicate New Disks","Managed By","Quiescing","Network Compression","Encryption","Datastore","Storage Policy","Last Instance Sync Point","Last Sync Duration","Last Sync Size","Lag Time","RPO","Current RPO Violation","Points In Time"
"VFDS_RHEL6.5_R16_BMAS-PROD_CHN_52","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 17, 2026","25 seconds","258.77 MB","21 minutes and 49 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL6.5_R16_BMAS-PROD_CHN_58","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 17, 2026","2 minutes and 43 seconds","424.91 MB","9 minutes and 43 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL6.5_R16_BMAS-PROD_CHN_60","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 17, 2026","2 minutes and 39 seconds","304.25 MB","3 minutes and 23 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL6.5_R16_BMAS-PROD_LB_54","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 17, 2026","4 seconds","16.27 MB","12 minutes and 31 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL7.6_R16_BMAS-PROD_MIS_55","OK","192.168.191.26","FDS-VREP-RMP-26","","4 of 4","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 17, 2026","16 minutes and 51 seconds","8.84 GB","14 minutes and 53 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL7.6_R18_CCBI-PROD_APP_165","OK","192.168.191.26","FDS-VREP-RMP-26","","10 of 10","Enabled","VR","Disabled","Enabled","Disabled","datastore_ccbi_rmp_2_ssd","Datastore Default","Jun 17, 2026","10 seconds","149.45 MB","6 minutes and 19 seconds","15 minutes","0 seconds","Disabled"
"VFDS_RHEL7.6_R18_CCBI-PROD_CHN_167","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","datastore_ccbi_rmp_2_ssd","Datastore Default","Jun 17, 2026","13 seconds","167.19 MB","21 minutes and 30 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL7.6_R18_CCBI-PROD_CHN_170","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","datastore_ccbi_rmp_2_ssd","Datastore Default","Jun 17, 2026","1 minute and 47 seconds","85.41 MB","44 minutes and 43 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL7.6_R18_CCBI-PROD_LB_171","Incremental Sync","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","datastore_ccbi_rmp_1","Datastore Default","Jun 17, 2026","6 seconds","45.2 MB","54 minutes and 35 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL7.6_R18_CCBI-PROD_SWF_169","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","datastore_ccbi_rmp_1","Datastore Default","Jun 17, 2026","30 seconds","63.36 MB","34 minutes and 27 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL7.6_R18_CCBI-PROD_WEB_166","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","datastore_ccbi_rmp_1","Datastore Default","Jun 17, 2026","4 seconds","29.52 MB","39 minutes and 21 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL8.4_R15_INA-PROD_APUPPT_57","OK","192.168.191.26","FDS-VREP-RMP-26","","3 of 3","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 17, 2026","3 seconds","7.45 MB","1 hour, 54 minutes and 24 seconds","3 hours","0 seconds","Disabled"
"VFDS_RHEL8.6_R16_BMAS-PROD_APUPPT_57","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 17, 2026","9 minutes and 13 seconds","6.62 GB","7 minutes and 12 seconds","1 hour","0 seconds","Disabled"
"VJRS-KLAPUPPT-089","OK","192.168.191.26","FDS-VREP-RMP-26","","6 of 6","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 17, 2026","3 minutes and 47 seconds","1.25 GB","7 minutes and 48 seconds","1 hour","0 seconds","Disabled"
"VJRS-KLFRDDTC-090","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 17, 2026","10 seconds","1.69 MB","21 minutes and 39 seconds","1 hour","0 seconds","Disabled"
"VJRS-KLREPORT-121","OK","192.168.191.26","FDS-VREP-RMP-26","","10 of 10","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 17, 2026","17 seconds","6.51 MB","4 minutes and 13 seconds","1 hour","0 seconds","Disabled"
"VPAC-BBNT-ADMIN-IBB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 17, 2026","1 minute and 49 seconds","3.4 MB","1 hour, 11 minutes and 43 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-ADMIN-IBMB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 17, 2026","1 second","3.22 MB","33 minutes and 25 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-APPS-IBB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 17, 2026","13 seconds","143.23 MB","1 hour, 21 minutes and 54 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-APPS-IBMB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 17, 2026","51 seconds","136.04 MB","3 hours, 4 minutes and 36 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-CTRLPLANE","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 17, 2026","2 minutes and 35 seconds","353.97 MB","1 hour, 0 minutes and 37 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-DBCACHE","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 17, 2026","2 seconds","6.72 MB","1 hour, 9 minutes and 4 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-DBPGSQL","Incremental Sync","192.168.191.26","FDS-VREP-RMP-26","","3 of 3","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 17, 2026","14 seconds","98 MB","57 seconds","5 minutes","0 seconds","Disabled"
"VPAC-BBNT-DBPGSQL-SLAVE-DC","OK","192.168.191.26","FDS-VREP-RMP-26","","6 of 6","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 17, 2026","26 seconds","88.4 MB","1 hour, 25 minutes and 11 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-ELK","OK","192.168.191.26","FDS-VREP-RMP-26","","4 of 4","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 17, 2026","10 minutes and 11 seconds","2.01 GB","1 hour, 1 minute and 56 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-FTPSRV","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 17, 2026","0 seconds","6.09 MB","3 hours, 48 minutes and 55 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-MGATE","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 17, 2026","2 minutes and 15 seconds","193.81 MB","1 hour, 54 minutes and 16 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-MGATEPRXY","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 17, 2026","24 seconds","2.41 MB","37 minutes and 20 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-SSLWEB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 17, 2026","2 seconds","10.79 MB","30 minutes and 32 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-SSLWEB-ADMIN","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 17, 2026","1 minute and 51 seconds","3.48 MB","53 minutes and 51 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-ADMCOBLKPDSMSBNK-55","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 17, 2026","4 seconds","5.83 MB","39 minutes and 37 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-ADMIBB-48","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 17, 2026","1 minute and 17 seconds","4.84 MB","2 hours, 56 minutes and 17 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-ADMIBMB-47","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 17, 2026","1 second","3.67 MB","2 hours, 6 minutes and 14 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-ADMLOSOPBNK-56","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 17, 2026","1 second","2.49 MB","45 minutes and 5 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-ADMSSL-10","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 17, 2026","2 minutes and 3 seconds","18.59 MB","2 hours, 57 minutes and 5 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-ADMSSL-UAT-ATM-14","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 17, 2026","1 minute and 47 seconds","2.8 MB","44 minutes and 48 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-ADMWEBTLR-46","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 17, 2026","2 seconds","4.38 MB","9 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-APPSSL-03","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 17, 2026","4 seconds","26.8 MB","2 hours, 45 minutes and 45 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-AROAPP-51","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 17, 2026","3 seconds","10.06 MB","3 hours, 3 minutes and 43 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-CMSAPP-49","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 17, 2026","2 seconds","13.04 MB","2 hours, 15 minutes and 36 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-CNTRLPLN-27","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 17, 2026","2 minutes and 56 seconds","533.21 MB","54 minutes and 41 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-COBAPP-50","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 17, 2026","1 second","3.7 MB","39 minutes and 22 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-DBCACHE-20","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 17, 2026","1 second","528 KB","?","5 minutes","0 seconds","Disabled"
"VPAC-KLSL-DBPGSQL-19","OK","192.168.191.26","FDS-VREP-RMP-26","","6 of 6","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 17, 2026","20 seconds","327.16 MB","?","5 minutes","0 seconds","Disabled"
"VPAC-KLSL-DBPGSQL-SLAVE-21","Incremental Sync (RPO Violation)","192.168.191.26","FDS-VREP-RMP-26","","11 of 11","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 17, 2026","1 hour, 32 minutes and 57 seconds","134.96 GB","7 hours, 54 minutes and 59 seconds","5 minutes","7 hours and 42 minutes","Disabled"
"VPAC-KLSL-DNSSVR-11","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 17, 2026","2 seconds","3.91 MB","30 minutes and 29 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-ELK-26","OK","192.168.191.26","FDS-VREP-RMP-26","","4 of 4","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 17, 2026","26 minutes and 41 seconds","21.19 GB","27 minutes and 43 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-FTPSVR-40","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 17, 2026","1 minute and 58 seconds","2.23 MB","35 minutes and 57 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-IACSSAPP-36","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 17, 2026","5 seconds","21.11 MB","3 hours, 3 minutes and 23 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-IBBVAAPP-43","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 17, 2026","22 seconds","270.52 MB","2 hours, 36 minutes and 33 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-IBMBAPP-42","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 17, 2026","1 minute and 57 seconds","435.67 MB","3 hours, 2 minutes and 15 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-LKPDAPP-44","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 17, 2026","3 seconds","23.38 MB","45 minutes and 16 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-LOSAPP-45","OK","192.168.191.26","FDS-VREP-RMP-26","","8 of 8","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 17, 2026","2 minutes and 6 seconds","39.53 MB","45 minutes","8 hours","0 seconds","Disabled"
"VPAC-KLSL-MGATE-35","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 17, 2026","9 seconds","73.16 MB","18 minutes and 38 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-OOB-58","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 17, 2026","5 seconds","45.48 MB","36 minutes and 12 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-OPBNKAPP-53","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 17, 2026","3 seconds","21.67 MB","3 hours, 15 minutes and 15 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-OPBNKMDW-39","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 17, 2026","2 seconds","5.85 MB","3 minutes and 58 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-OPWSO-54","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 17, 2026","3 seconds","6.1 MB","54 minutes and 28 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-PINPAD-62","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 17, 2026","4 seconds","2.89 MB","2 hours, 31 minutes and 6 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-PRX-MGATE-13","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 17, 2026","1 second","728 KB","30 minutes and 25 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-PRXYSMTP-4","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 17, 2026","1 minute and 20 seconds","29.41 MB","4 hours, 38 minutes and 20 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-RECONAPP-52","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 17, 2026","1 minute and 47 seconds","79.2 MB","32 minutes and 38 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-SBSAPP-38","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 17, 2026","1 second","4.32 MB","15 minutes and 32 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-SNAP-OAPI-60","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 17, 2026","8 seconds","62.44 MB","30 minutes and 15 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-SNAP-WSO2-61","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 17, 2026","1 minute and 52 seconds","66.15 MB","2 hours, 2 minutes and 47 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-VCALL-SSL-59","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 17, 2026","2 seconds","7.04 MB","?","8 hours","0 seconds","Disabled"
"VPAC-KLSL-ZBXSVR-12","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 17, 2026","3 minutes and 6 seconds","1.45 GB","39 minutes and 34 seconds","8 hours","0 seconds","Disabled"
"VSMN-KLCBR-086","OK","192.168.191.26","FDS-VREP-RMP-26","","23 of 23","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 17, 2026","1 minute and 31 seconds","302.06 MB","1 minute and 51 seconds","1 hour","0 seconds","Disabled"
"VSMN-KLMIS-084","OK","192.168.191.26","FDS-VREP-RMP-26","","14 of 14","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 17, 2026","7 seconds","5.46 MB","55 seconds","1 hour","0 seconds","Disabled"
