"Virtual Machine","Status","Source","Replication Server","Protection Group","Configured Disks","Auto-replicate New Disks","Managed By","Quiescing","Network Compression","Encryption","Datastore","Storage Policy","Last Instance Sync Point","Last Sync Duration","Last Sync Size","Lag Time","RPO","Current RPO Violation","Points In Time"
"BSS-IGATE2-APPS","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","bss-dr-e1-new-ssd1sata","Datastore Default","Jun 20, 2026","1 second","7.13 MB","34 minutes and 37 seconds","8 hours","0 seconds","Disabled"
"BSS-IGATE2-DB","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","bss-dr-e1-new-ssd1sata","Datastore Default","Jun 20, 2026","2 seconds","5.3 MB","47 seconds","5 minutes","0 seconds","Disabled"
"BSS-IGATE3-APPS","OK","10.10.40.15","vRep-Cyber","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","bss-dr-e1-new-ssd1sata","Datastore Default","Jun 20, 2026","10 seconds","255.68 MB","40 minutes and 51 seconds","8 hours","0 seconds","Disabled"
"BSS-IGATE3-DB","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","bss-dr-e1-new-ssd1sata","Datastore Default","Jun 20, 2026","3 seconds","7.39 MB","47 seconds","5 minutes","0 seconds","Disabled"
"BSS-OB-APIM-GATEWAY","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BSS-DR-E1ArioBimo-38","Datastore Default","Jun 20, 2026","3 seconds","83.75 MB","1 hour, 0 minutes and 13 seconds","8 hours","0 seconds","Disabled"
"BSS-OB-DB","OK","10.10.40.15","vRep-Cyber","","6 of 6","Enabled","VR","Disabled","Enabled","Disabled","BSS-DR-E1ArioBimo-38","Datastore Default","Jun 20, 2026","25 seconds","80.74 MB","1 minute and 43 seconds","5 minutes","0 seconds","Disabled"
"BSS-OB-MIDSERVICES","OK","10.10.40.15","vRep-Cyber","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","BSS-DR-E1ArioBimo-38","Datastore Default","Jun 20, 2026","8 seconds","323.78 MB","2 hours, 10 minutes and 10 seconds","8 hours","0 seconds","Disabled"
"BSS-OB-SSL-PARTNER","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BSS-DR-E1ArioBimo-38","Datastore Default","Jun 20, 2026","1 second","2.92 MB","2 hours, 6 minutes and 7 seconds","8 hours","0 seconds","Disabled"
"BSS-OB-SSL-PORTAL","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BSS-DR-E1ArioBimo-38","Datastore Default","Jun 20, 2026","2 seconds","3.21 MB","2 hours, 23 minutes and 59 seconds","8 hours","0 seconds","Disabled"
"BSS-OB-WEBADMIN","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BSS-DR-E1ArioBimo-38","Datastore Default","Jun 20, 2026","2 seconds","21.74 MB","1 hour, 18 minutes and 32 seconds","8 hours","0 seconds","Disabled"
"BSS-OB-WSO2","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BSS-DR-E1ArioBimo-38","Datastore Default","Jun 20, 2026","1 second","2.66 MB","1 hour, 14 minutes and 20 seconds","8 hours","0 seconds","Disabled"
"BSS-RDL-DIGIBANK-APPS","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BSS-DR-E1ArioBimo-38","Datastore Default","Jun 20, 2026","33 seconds","77.56 MB","4 hours, 5 minutes and 32 seconds","8 hours","0 seconds","Disabled"
"BSS-RDL-DIGIBANK-DB","OK","10.10.40.15","vRep-Cyber","","5 of 5","Enabled","VR","Disabled","Disabled","Disabled","DS-BSS-RDL-DRC-E1","Datastore Default","Jun 20, 2026","5 seconds","3.6 MB","2 minutes and 20 seconds","5 minutes","0 seconds","Disabled"
"BSS-RDL-DIGIBANK-DB-SLAVE","Incremental Sync","10.10.40.15","vRep-Cyber","","5 of 5","Enabled","VR","Disabled","Disabled","Disabled","DS-BSS-RDL-DRC-E1","Datastore Default","Jun 20, 2026","7 seconds","3.33 MB","1 minute and 13 seconds","5 minutes","0 seconds","Disabled"
"BSS-RDL-SSL-2","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BSS-DR-E1ArioBimo-38","Datastore Default","Jun 20, 2026","1 second","8.42 MB","2 hours, 26 minutes and 57 seconds","8 hours","0 seconds","Disabled"
"BSS-RDL-SSL-PROXY.58","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BSS-DR-E1ArioBimo-38","Datastore Default","Jun 20, 2026","4 seconds","19.25 MB","5 hours, 7 minutes and 30 seconds","8 hours","0 seconds","Disabled"
"BSS-RHEL-6.5-SSL-VA","OK","10.10.40.15","vRep-Cyber","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","BSS-DR-E1ArioBimo-38","Datastore Default","Jun 20, 2026","1 minute and 7 seconds","741.96 MB","4 hours, 25 minutes and 50 seconds","8 hours","0 seconds","Disabled"
"BSS-RHEL-6.6-BulkPayment","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BSS-DR-E1ArioBimo-38","Datastore Default","Jun 20, 2026","15 seconds","136.04 MB","4 hours, 6 minutes and 12 seconds","8 hours","0 seconds","Disabled"
"BSS-RHEL-6.6-IB-PORTAL-Prod","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","bss-dr-e1-new-ssd1sata","Datastore Default","Jun 20, 2026","8 seconds","140.97 MB","3 hours, 21 minutes and 49 seconds","8 hours","0 seconds","Disabled"
"BSS-RHEL-6.6-IGATE","OK","10.10.40.15","vRep-Cyber","","8 of 8","Enabled","VR","Disabled","Enabled","Disabled","BSS-DR-E1ArioBimo-38","Datastore Default","Jun 20, 2026","18 seconds","157.53 MB","3 hours, 9 minutes and 53 seconds","8 hours","0 seconds","Disabled"
"BSS-RHEL-6.6-MAIL2-NEW","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","bss-dr-e1-new-ssd1sata","Datastore Default","Jun 20, 2026","14 seconds","143.62 MB","3 hours, 51 minutes and 9 seconds","8 hours","0 seconds","Disabled"
"BSS-RHEL-6.6-PINPAD","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","bss-dr-e1-new-ssd1sata","Datastore Default","Jun 20, 2026","13 seconds","139.92 MB","6 hours, 20 minutes and 4 seconds","8 hours","0 seconds","Disabled"
"BSS-RHEL-6.6-SAKU-APPS","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BSS-DR-E1ArioBimo-38","Datastore Default","Jun 20, 2026","4 seconds","141.5 MB","1 hour, 14 minutes and 27 seconds","8 hours","0 seconds","Disabled"
"BSS-RHEL-6.6-SAKU-DB","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BSS-DR-E1ArioBimo-38","Datastore Default","Jun 20, 2026","27 seconds","7.22 MB","3 minutes and 23 seconds","5 minutes","0 seconds","Disabled"
"BSS-RHEL-8-IB-APPS-Prod","OK","10.10.40.15","vRep-Cyber","","3 of 3","Enabled","VR","Disabled","Enabled","Disabled","bss-dr-e1-new-ssd1sata","Datastore Default","Jun 20, 2026","8 minutes and 33 seconds","5.96 GB","5 hours, 54 minutes and 4 seconds","8 hours","0 seconds","Disabled"
"BSS-RHEL-8-IB-DB-Prod","Incremental Sync","10.10.40.15","vRep-Cyber","","9 of 9","Enabled","VR","Disabled","Disabled","Disabled","bss-new.26","Datastore Default","Jun 20, 2026","29 seconds","423.39 MB","4 minutes and 10 seconds","5 minutes","0 seconds","Disabled"
"BSS-RHEL-8-IB-PORTAL-Prod","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BSS-DR-E1ArioBimo-38","Datastore Default","Jun 20, 2026","33 seconds","125.72 MB","5 hours, 15 minutes and 34 seconds","8 hours","0 seconds","Disabled"
"BSS-RHEL-8-IB-WEBADMIN-Prod","OK","10.10.40.15","vRep-Cyber","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","BSS-DR-E1ArioBimo-38","Datastore Default","Jun 20, 2026","17 seconds","141.53 MB","4 hours, 11 minutes and 12 seconds","8 hours","0 seconds","Disabled"
"BSS-RHEL-8-IGATE.254-cl","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BSS-DR-E1ArioBimo-38","Datastore Default","Jun 20, 2026","12 seconds","122.8 MB","3 hours, 33 minutes and 58 seconds","8 hours","0 seconds","Disabled"
"BSS-RHEL.6.6-BULKPAYMENT","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BSS-DR-E1ArioBimo-38","Datastore Default","Jun 20, 2026","1 minute and 3 seconds","584.48 MB","7 hours, 42 minutes and 29 seconds","8 hours","0 seconds","Disabled"
"BSS-RHEL8-IGATE-APPS","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BSS-DR-E1ArioBimo-38","Datastore Default","Jun 20, 2026","5 seconds","472.25 MB","1 hour, 41 minutes and 34 seconds","8 hours","0 seconds","Disabled"
"BSS-RHEL8-IGATE-DB","OK","10.10.40.15","vRep-Cyber","","3 of 3","Enabled","VR","Disabled","Enabled","Disabled","BSS-DR-E1ArioBimo-38","Datastore Default","Jun 20, 2026","26 seconds","672.7 MB","3 minutes and 54 seconds","5 minutes","0 seconds","Disabled"
"BSS-RHEL8.9-SNAP","OK","10.10.40.15","vRep-Cyber","","4 of 4","Enabled","VR","Disabled","Enabled","Disabled","bss-new.26","Datastore Default","Jun 20, 2026","8 minutes and 53 seconds","8.06 GB","25 minutes and 33 seconds","8 hours","0 seconds","Disabled"
"BSS-V3-ADMIN-PROXY","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","bss-dr-e1-new-ssd1sata","Datastore Default","Jun 20, 2026","7 seconds","91.23 MB","1 hour, 27 minutes and 55 seconds","8 hours","0 seconds","Disabled"
"BSS-V3-CTL","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","bss-dr-e1-new-ssd1sata","Datastore Default","Jun 20, 2026","46 seconds","1,005.92 MB","1 hour, 2 minutes and 47 seconds","8 hours","0 seconds","Disabled"
"BSS-V3-DB","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","bss-dr-e1-new-ssd1sata","Datastore Default","Jun 20, 2026","21 seconds","5.06 MB","3 minutes and 17 seconds","5 minutes","0 seconds","Disabled"
"BSS-V3-DB-SLAVE","OK","10.10.40.15","vRep-Cyber","","2 of 2","Enabled","VR","Disabled","Disabled","Disabled","bss-dr-e1-new-ssd1sata","Datastore Default","Jun 20, 2026","3 seconds","1.77 MB","47 seconds","5 minutes","0 seconds","Disabled"
"BSS-V3-ELK","OK","10.10.40.15","vRep-Cyber","","7 of 7","Enabled","VR","Disabled","Enabled","Disabled","bss-dr-e1-new-ssd1sata","Datastore Default","Jun 20, 2026","3 minutes and 38 seconds","3.04 GB","9 minutes and 38 seconds","8 hours","0 seconds","Disabled"
"BSS-V3-FTP","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","bss-dr-e1-new-ssd1sata","Datastore Default","Jun 20, 2026","29 seconds","1.83 MB","2 hours, 57 minutes and 2 seconds","8 hours","0 seconds","Disabled"
"BSS-V3-GITLAB-RUNNER","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","bss-dr-e1-new-ssd1sata","Datastore Default","Jun 20, 2026","20 seconds","285.67 MB","5 minutes and 24 seconds","8 hours","0 seconds","Disabled"
"BSS-V3-MGATE-PROXY","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","bss-dr-e1-new-ssd1sata","Datastore Default","Jun 20, 2026","41 seconds","345.4 MB","30 minutes and 51 seconds","8 hours","0 seconds","Disabled"
"BSS-V3-SSL","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","bss-dr-e1-new-ssd1sata","Datastore Default","Jun 20, 2026","22 seconds","288.66 MB","3 hours, 50 minutes and 50 seconds","8 hours","0 seconds","Disabled"
"BSS-V3-WN-1","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","bss-dr-e1-new-ssd1sata","Datastore Default","Jun 20, 2026","17 seconds","743.77 MB","28 minutes and 16 seconds","8 hours","0 seconds","Disabled"
"BSS-V3-WN-2","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","bss-dr-e1-new-ssd1sata","Datastore Default","Jun 20, 2026","26 seconds","864.73 MB","27 minutes and 1 second","8 hours","0 seconds","Disabled"
"BSS-V3-WN-3","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","bss-dr-e1-new-ssd1sata","Datastore Default","Jun 20, 2026","49 seconds","496.84 MB","3 hours, 52 minutes and 15 seconds","8 hours","0 seconds","Disabled"
"BSS-WEB-VIEW","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","bss-dr-e1-new-ssd1sata","Datastore Default","Jun 20, 2026","55 seconds","439.69 MB","6 hours, 12 minutes and 29 seconds","8 hours","0 seconds","Disabled"
"BTPNS-APPS","OK","10.10.40.15","vRep-Cyber","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","BTPNS-DR","Datastore Default","Jun 20, 2026","1 second","6.3 MB","2 minutes and 49 seconds","5 minutes","0 seconds","Disabled"
"BTPNS-CTL","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BTPNS-DR","Datastore Default","Jun 20, 2026","46 seconds","865.49 MB","1 hour, 0 minutes and 5 seconds","8 hours","0 seconds","Disabled"
"BTPNS-DB","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BTPNS-DR","Datastore Default","Jun 20, 2026","13 seconds","5.59 MB","1 minute and 38 seconds","5 minutes","0 seconds","Disabled"
"BTPNS-ELK","OK","10.10.40.15","vRep-Cyber","","3 of 3","Enabled","VR","Disabled","Enabled","Disabled","BTPNS-DR","Datastore Default","Jun 20, 2026","56 seconds","935.22 MB","1 hour, 18 minutes and 4 seconds","8 hours","0 seconds","Disabled"
"BTPNS-FRAUD","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BTPNS-DR","Datastore Default","Jun 20, 2026","4 seconds","237.83 MB","28 minutes and 48 seconds","8 hours","0 seconds","Disabled"
"BTPNS-FTP","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BTPNS-DR","Datastore Default","Jun 20, 2026","23 seconds","9.45 MB","6 minutes and 22 seconds","8 hours","0 seconds","Disabled"
"BTPNS-HARDTOKEN-VELIS","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BTPNS-DR","Datastore Default","Jun 20, 2026","1 second","36.02 MB","1 hour, 50 minutes and 44 seconds","8 hours","0 seconds","Disabled"
"BTPNS-IBB-APPS","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BTPNS-DR","Datastore Default","Jun 20, 2026","1 second","72.4 MB","2 hours, 30 minutes and 18 seconds","8 hours","0 seconds","Disabled"
"BTPNS-MGATE-PROXY","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BTPNS-DR","Datastore Default","Jun 20, 2026","2 seconds","9.2 MB","2 hours, 58 minutes and 48 seconds","8 hours","0 seconds","Disabled"
"BTPNS-MICROGATE","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BTPNS-DR","Datastore Default","Jun 20, 2026","8 seconds","256.77 MB","8 minutes and 34 seconds","8 hours","0 seconds","Disabled"
"BTPNS-REDIS","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BTPNS-DR","Datastore Default","Jun 20, 2026","23 seconds","83.57 MB","15 minutes and 22 seconds","8 hours","0 seconds","Disabled"
"BTPNS-SOFTTOKEN","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BTPNS-DR","Datastore Default","Jun 20, 2026","1 second","2.48 MB","2 hours, 4 minutes and 35 seconds","8 hours","0 seconds","Disabled"
"BTPNS-SSL","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BTPNS-DR","Datastore Default","Jun 20, 2026","1 second","4.52 MB","15 minutes and 41 seconds","8 hours","0 seconds","Disabled"
"BTPNS-SSL-WEBADMIN","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BTPNS-DR","Datastore Default","Jun 20, 2026","1 second","2.7 MB","1 hour, 27 minutes and 33 seconds","8 hours","0 seconds","Disabled"
"BTPNS-VCALL-RHEL8","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BTPNS-DR","Datastore Default","Jun 20, 2026","1 second","10.32 MB","10 minutes and 1 second","8 hours","0 seconds","Disabled"
"BTPNS-WEBADMIN","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BTPNS-DR","Datastore Default","Jun 20, 2026","1 second","2.63 MB","5 minutes and 38 seconds","8 hours","0 seconds","Disabled"
"BVIC-RHEL-6.5-ADMIN-IB","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","DS-VICTORIA-DR","Datastore Default","Jun 20, 2026","3 seconds","146.76 MB","2 hours, 16 minutes and 41 seconds","8 hours","0 seconds","Disabled"
"BVIC-RHEL-6.5-ADMIN-IBB","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","DS-VICTORIA-DR","Datastore Default","Jun 20, 2026","34 seconds","155.2 MB","11 minutes and 8 seconds","8 hours","0 seconds","Disabled"
"BVIC-RHEL-6.5-APPS-IB","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","DS-VICTORIA-DR","Datastore Default","Jun 20, 2026","5 seconds","99.59 MB","6 minutes and 37 seconds","8 hours","0 seconds","Disabled"
"BVIC-RHEL-6.5-APPS-IBB","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","DS-VICTORIA-DR","Datastore Default","Jun 20, 2026","3 seconds","174.62 MB","54 minutes and 43 seconds","8 hours","0 seconds","Disabled"
"BVIC-RHEL-6.5-DATABASE","OK","10.10.40.15","vRep-Cyber","","3 of 3","Enabled","VR","Disabled","Disabled","Disabled","DS-VICTORIA-DR","Datastore Default","Jun 20, 2026","29 seconds","4.39 MB","1 minute and 54 seconds","5 minutes","0 seconds","Disabled"
"BVIC-RHEL-6.5-IGATE","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","DS-VICTORIA-DR","Datastore Default","Jun 20, 2026","4 seconds","171.69 MB","5 hours, 33 minutes and 8 seconds","8 hours","0 seconds","Disabled"
"BVIC-RHEL-6.5-MAILSERVER","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","DS-VICTORIA-DR","Datastore Default","Jun 20, 2026","31 seconds","13.55 MB","6 hours, 30 minutes and 21 seconds","8 hours","0 seconds","Disabled"
"BVIC-RHEL-6.5-OTP","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","DS-VICTORIA-DR","Datastore Default","Jun 20, 2026","14 seconds","115.77 MB","6 hours, 14 minutes and 42 seconds","8 hours","0 seconds","Disabled"
"BVIC-RHEL-6.5-SSL-IB","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","DS-VICTORIA-DR","Datastore Default","Jun 20, 2026","1 second","15.07 MB","5 hours, 19 minutes and 33 seconds","8 hours","0 seconds","Disabled"
