"Virtual Machine","Status","Target","Replication Server","Protection Group","Configured Disks","Auto-replicate New Disks","Managed By","Quiescing","Network Compression","Encryption","Datastore","Storage Policy","Last Instance Sync Point","Last Sync Duration","Last Sync Size","Lag Time","RPO","Current RPO Violation","Points In Time"
"FDBG_PAC_LOS_KPT-69","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","1 minute and 57 seconds","18.04 MB","1 hour, 9 minutes and 8 seconds","8 hours","0 seconds","Disabled"
"FDBG_PAC_LOS_MULTICORE-68","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","1 second","2.2 MB","51 minutes and 34 seconds","8 hours","0 seconds","Disabled"
"FDBG_PAC_LOS_MULTICORE_FTP-6","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","1 minute and 15 seconds","17.06 MB","3 hours, 23 minutes and 29 seconds","8 hours","0 seconds","Disabled"
"FDBG_PAC_VICALL_OOB","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","13 seconds","136.89 MB","1 hour, 27 minutes and 48 seconds","8 hours","0 seconds","Disabled"
"FDBG_PAC_Xforce_ELK.","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","11 minutes and 34 seconds","7.88 GB","9 minutes and 47 seconds","8 hours","0 seconds","Disabled"
"FDBG_PAC_Xforce_web","OK","192.168.191.26","FDS-VREP-RMP-26","","4 of 4","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","5 minutes and 13 seconds","1.28 GB","2 hours, 18 minutes and 11 seconds","8 hours","0 seconds","Disabled"
"GANESHA-ADMIN-PROXY-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","2 seconds","30.65 MB","39 minutes and 53 seconds","8 hours","0 seconds","Disabled"
"GANESHA-CACHE-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","2 minutes and 39 seconds","449.86 MB","21 minutes and 51 seconds","8 hours","0 seconds","Disabled"
"GANESHA-CTL-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","32 seconds","590.63 MB","3 hours, 49 minutes and 10 seconds","8 hours","0 seconds","Disabled"
"GANESHA-DB-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","3 of 3","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","51 seconds","11.63 MB","?","5 minutes","0 seconds","Disabled"
"GANESHA-DB-SLAVE-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","3 of 3","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","3 seconds","10.56 MB","?","5 minutes","0 seconds","Disabled"
"GANESHA-ELK-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","3 minutes and 5 seconds","2.26 GB","4 hours, 27 minutes and 36 seconds","8 hours","0 seconds","Disabled"
"GANESHA-MGATE-PROXY-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","7 seconds","53.33 MB","1 hour, 30 minutes and 48 seconds","8 hours","0 seconds","Disabled"
"GANESHA-SSL-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","10 seconds","131.13 MB","2 hours, 27 minutes and 49 seconds","8 hours","0 seconds","Disabled"
"GANESHA-WEB-TELLER-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","10 seconds","137.19 MB","1 hour and 1 minute","8 hours","0 seconds","Disabled"
"GANESHA-WN-1-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","12 seconds","297.71 MB","3 hours, 33 minutes and 31 seconds","8 hours","0 seconds","Disabled"
"GANESHA-WN-2-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","21 seconds","485.66 MB","1 hour, 13 minutes and 11 seconds","8 hours","0 seconds","Disabled"
"GANESHA-WN-3-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","2 minutes and 14 seconds","488.34 MB","2 hours, 21 minutes and 29 seconds","8 hours","0 seconds","Disabled"
"PDSB-CONTROL-PLANE","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","2 minutes and 15 seconds","485.72 MB","39 minutes and 29 seconds","8 hours","0 seconds","Disabled"
"PDSB-ELK","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","6 seconds","100.79 MB","24 minutes and 44 seconds","1 hour","0 seconds","Disabled"
"PDSB-IBB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","1 second","6.94 MB","2 hours, 51 minutes and 36 seconds","8 hours","0 seconds","Disabled"
"PDSB-IBB-ADM","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","2 seconds","4.16 MB","1 hour, 30 minutes and 29 seconds","8 hours","0 seconds","Disabled"
"PDSB-IBMB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 20, 2026","4 seconds","86.88 MB","2 hours, 30 minutes and 40 seconds","8 hours","0 seconds","Disabled"
