"Virtual Machine","Status","Target","Replication Server","Protection Group","Configured Disks","Auto-replicate New Disks","Managed By","Quiescing","Network Compression","Encryption","Datastore","Storage Policy","Last Instance Sync Point","Last Sync Duration","Last Sync Size","Lag Time","RPO","Current RPO Violation","Points In Time"
"VFDS_RHEL7.6_R18_CCBI-PROD_CHN_167","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","datastore_ccbi_rmp_2_ssd","Datastore Default","Jun 21, 2026","2 minutes and 8 seconds","105.09 MB","43 minutes and 5 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL7.6_R18_CCBI-PROD_CHN_170","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","datastore_ccbi_rmp_2_ssd","Datastore Default","Jun 21, 2026","1 minute and 36 seconds","90.5 MB","33 minutes and 24 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL7.6_R18_CCBI-PROD_LB_171","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","datastore_ccbi_rmp_1","Datastore Default","Jun 21, 2026","3 seconds","38.31 MB","31 minutes and 39 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL7.6_R18_CCBI-PROD_SWF_169","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","datastore_ccbi_rmp_1","Datastore Default","Jun 21, 2026","1 minute and 15 seconds","66.55 MB","9 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL7.6_R18_CCBI-PROD_WEB_166","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","datastore_ccbi_rmp_1","Datastore Default","Jun 21, 2026","24 seconds","26.1 MB","26 minutes and 13 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL8.4_R15_INA-PROD_APUPPT_57","OK","192.168.191.26","FDS-VREP-RMP-26","","3 of 3","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","2 seconds","4.83 MB","46 minutes and 48 seconds","3 hours","0 seconds","Disabled"
"VFDS_RHEL8.6_R16_BMAS-PROD_APUPPT_57","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","2 seconds","840 KB","16 minutes and 50 seconds","1 hour","0 seconds","Disabled"
"VPAC-BBNT-ADMIN-IBB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","3 seconds","11.8 MB","19 minutes and 52 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-ADMIN-IBMB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","1 second","1.89 MB","1 hour, 4 minutes and 9 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-APPS-IBB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","12 seconds","167.42 MB","31 minutes and 56 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-APPS-IBMB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","2 minutes and 8 seconds","149.63 MB","42 minutes and 57 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-CTRLPLANE","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","19 seconds","431.05 MB","43 minutes and 17 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-DBCACHE","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","4 seconds","10.72 MB","1 hour, 25 minutes and 50 seconds","8 hours","0 seconds","Disabled"
