"Virtual Machine","Status","Target","Replication Server","Protection Group","Configured Disks","Auto-replicate New Disks","Managed By","Quiescing","Network Compression","Encryption","Datastore","Storage Policy","Last Instance Sync Point","Last Sync Duration","Last Sync Size","Lag Time","RPO","Current RPO Violation","Points In Time"
"BMAS_PAC_LAKUPANDAI_38_DC","Not Active (RPO Violation)","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Apr 28, 2026","2 seconds","3.9 MB","1289 hours, 30 minutes and 4 seconds","8 hours","1161 hours and 39 minutes","Disabled"
"BMAS_PAC_LOS_59_DC","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","2 minutes and 3 seconds","288 KB","10 minutes and 41 seconds","8 hours","0 seconds","Disabled"
"BMAS_PAC_MIDSERVICE_43","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","4 seconds","46.95 MB","2 hours, 59 minutes and 8 seconds","8 hours","0 seconds","Disabled"
"BMAS_PAC_RECONCILE_61_DC","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","2 minutes and 1 second","1.9 MB","7 minutes and 41 seconds","8 hours","0 seconds","Disabled"
"BMAS_PAC_SCANNER_114_DC","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","1 minute and 50 seconds","14.28 MB","19 minutes and 27 seconds","8 hours","0 seconds","Disabled"
"BMAS_PAC_SSL_3_DC","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","1 minute and 52 seconds","7.58 MB","3 hours, 13 minutes and 31 seconds","8 hours","0 seconds","Disabled"
"BMAS_PAC_WEBADMIN_51_DC","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","3 seconds","1.79 MB","47 minutes and 1 second","8 hours","0 seconds","Disabled"
"BMAS_PAC_WSO2_42_DC","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","1 second","5.77 MB","19 minutes and 45 seconds","8 hours","0 seconds","Disabled"
"FDBG_FDS_T24_CHN1-134","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","3 seconds","19.92 MB","?","1 hour","0 seconds","Disabled"
"FDBG_FDS_T24_CHN2-135","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","2 minutes","50.59 MB","?","1 hour","0 seconds","Disabled"
"FDBG_FDS_T24_LB-143","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","49 seconds","2.02 MB","15 minutes and 28 seconds","1 hour","0 seconds","Disabled"
"FDBG_FDS_T24_SIGVER-144","OK","192.168.191.26","FDS-VREP-RMP-26","","9 of 9","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","1 minute and 9 seconds","106.11 MB","12 minutes and 39 seconds","30 minutes","0 seconds","Disabled"
"FDBG_FDS_T24_SWFLOS-145","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","1 second","8.3 MB","2 minutes and 32 seconds","1 hour","0 seconds","Disabled"
"FDBG_FDS_T24_TAFJ1-130","OK","192.168.191.26","FDS-VREP-RMP-26","","4 of 4","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","2 seconds","16.46 MB","5 minutes","30 minutes","0 seconds","Disabled"
"FDBG_FDS_T24_TAFJ2-131","OK","192.168.191.26","FDS-VREP-RMP-26","","3 of 3","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","2 seconds","1.55 MB","2 minutes and 23 seconds","30 minutes","0 seconds","Disabled"
"FDBG_FDS_T24_WEB-138","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","2 seconds","632 KB","8 minutes and 16 seconds","1 hour","0 seconds","Disabled"
"FDBG_PAC_ELK-126-old","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","3 seconds","5.93 MB","2 hours, 17 minutes and 25 seconds","8 hours","0 seconds","Disabled"
"FDBG_PAC_LOS_KPT-69","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","1 minute and 6 seconds","5.76 MB","12 minutes and 41 seconds","8 hours","0 seconds","Disabled"
"FDBG_PAC_LOS_MULTICORE-68","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","2 seconds","2.34 MB","1 hour, 41 minutes and 36 seconds","8 hours","0 seconds","Disabled"
"FDBG_PAC_LOS_MULTICORE_FTP-6","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","2 seconds","17.5 MB","5 hours, 11 minutes and 28 seconds","8 hours","0 seconds","Disabled"
"FDBG_PAC_VICALL_OOB","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","2 minutes and 8 seconds","29.28 MB","43 minutes and 42 seconds","8 hours","0 seconds","Disabled"
"FDBG_PAC_Xforce_ELK.","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","8 minutes and 20 seconds","11.13 GB","1 hour, 53 minutes and 2 seconds","8 hours","0 seconds","Disabled"
"FDBG_PAC_Xforce_web","OK","192.168.191.26","FDS-VREP-RMP-26","","4 of 4","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","2 minutes","383.89 MB","16 minutes and 27 seconds","8 hours","0 seconds","Disabled"
"GANESHA-ADMIN-PROXY-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","4 seconds","39.7 MB","17 minutes and 1 second","8 hours","0 seconds","Disabled"
"GANESHA-CACHE-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","2 minutes and 1 second","316.41 MB","3 hours, 40 minutes and 43 seconds","8 hours","0 seconds","Disabled"
"GANESHA-CTL-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","2 minutes and 17 seconds","861.41 MB","1 hour, 10 minutes and 58 seconds","8 hours","0 seconds","Disabled"
"GANESHA-DB-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","3 of 3","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","25 seconds","6.72 MB","?","5 minutes","0 seconds","Disabled"
"GANESHA-DB-SLAVE-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","3 of 3","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","2 seconds","6.72 MB","?","5 minutes","0 seconds","Disabled"
"GANESHA-ELK-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","2 minutes and 38 seconds","1.81 GB","1 hour, 38 minutes and 18 seconds","8 hours","0 seconds","Disabled"
"GANESHA-MGATE-PROXY-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","2 seconds","23.13 MB","35 minutes and 20 seconds","8 hours","0 seconds","Disabled"
"GANESHA-SSL-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","8 seconds","142.96 MB","3 hours, 59 minutes and 33 seconds","8 hours","0 seconds","Disabled"
"GANESHA-WEB-TELLER-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","7 seconds","97.3 MB","6 hours, 29 minutes and 11 seconds","8 hours","0 seconds","Disabled"
"GANESHA-WN-1-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","1 minute and 54 seconds","103.51 MB","1 minute and 27 seconds","8 hours","0 seconds","Disabled"
"GANESHA-WN-2-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","4 seconds","89.48 MB","6 hours, 23 minutes and 38 seconds","8 hours","0 seconds","Disabled"
"GANESHA-WN-3-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","2 minutes and 7 seconds","531.7 MB","1 hour, 10 minutes and 48 seconds","8 hours","0 seconds","Disabled"
"PDSB-CONTROL-PLANE","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","16 seconds","586.78 MB","5 hours, 59 minutes and 22 seconds","8 hours","0 seconds","Disabled"
"PDSB-ELK","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","8 seconds","130.61 MB","8 minutes and 16 seconds","1 hour","0 seconds","Disabled"
"PDSB-IBB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","1 second","4.76 MB","2 hours, 53 minutes and 14 seconds","8 hours","0 seconds","Disabled"
"PDSB-IBB-ADM","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","1 second","2.7 MB","50 minutes and 11 seconds","8 hours","0 seconds","Disabled"
"PDSB-IBMB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","1 minute and 36 seconds","272.21 MB","2 hours, 25 minutes and 8 seconds","8 hours","0 seconds","Disabled"
"PDSB-IBMB-ADM","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","1 second","6.93 MB","5 hours, 8 minutes and 38 seconds","8 hours","0 seconds","Disabled"
"PDSB-MGATE","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","5 seconds","107.62 MB","1 hour, 14 minutes and 11 seconds","8 hours","0 seconds","Disabled"
"PDSB-PGSQL","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","9 seconds","8.89 MB","?","5 minutes","0 seconds","Disabled"
"PDSB-PGSQL-SLAVE","Incremental Sync","192.168.191.26","FDS-VREP-RMP-26","","4 of 4","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","1 minute and 44 seconds","6.61 MB","?","5 minutes","0 seconds","Disabled"
"PDSB-PROXY-ADM","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","2 seconds","7.05 MB","1 hour, 14 minutes and 36 seconds","8 hours","0 seconds","Disabled"
"PDSB-PROXY-MGATE","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","1 second","1.91 MB","8 minutes","8 hours","0 seconds","Disabled"
"PDSB-REDIS","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","3 seconds","35.59 MB","3 hours, 59 minutes and 15 seconds","8 hours","0 seconds","Disabled"
"PDSB-SSL","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","1 second","11.52 MB","2 hours, 35 minutes and 7 seconds","8 hours","0 seconds","Disabled"
"PDSB-VCALL","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","3 seconds","13.46 MB","10 minutes and 59 seconds","8 hours","0 seconds","Disabled"
"VFDS_RHEL6.3_R10_CCBI-PROD_WEB_109","OK","192.168.191.26","FDS-VREP-RMP-26","","3 of 3","Enabled","VR","Disabled","Enabled","Disabled","datastore_ssd_bwk_rmp_5","Datastore Default","Jun 21, 2026","2 seconds","2.11 MB","16 minutes and 48 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL6.5_R10_CCBI-PROD_SILEO_116","OK","192.168.191.26","FDS-VREP-RMP-26","","3 of 3","Enabled","VR","Disabled","Enabled","Disabled","datastore_ssd_bwk_rmp_5","Datastore Default","Jun 21, 2026","1 minute and 28 seconds","108.44 MB","45 minutes and 59 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL6.5_R10_CCBI-PROD_SLIK_115","OK","192.168.191.26","FDS-VREP-RMP-26","","3 of 3","Enabled","VR","Disabled","Enabled","Disabled","datastore_ssd_bwk_rmp_5","Datastore Default","Jun 21, 2026","5 seconds","44.3 MB","23 minutes and 25 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL6.5_R15_INA-PROD_APP_53","OK","192.168.191.26","FDS-VREP-RMP-26","","6 of 6","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","11 seconds","166.88 MB","8 minutes","30 minutes","0 seconds","Disabled"
"VFDS_RHEL6.5_R15_INA-PROD_CBR_41","Not Active (RPO Violation)","192.168.191.26","FDS-VREP-RMP-26","","8 of 8","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Dec 5, 2025","7 seconds","138.46 MB","4755 hours, 44 minutes and 32 seconds","3 hours","4632 hours and 53 minutes","Disabled"
"VFDS_RHEL6.5_R15_INA-PROD_CHN_58","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","1 minute and 57 seconds","190.19 MB","49 minutes and 25 seconds","2 hours","0 seconds","Disabled"
"VFDS_RHEL6.5_R15_INA-PROD_CHN_59","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","5 seconds","94.81 MB","1 minute and 56 seconds","2 hours","0 seconds","Disabled"
"VFDS_RHEL6.5_R15_INA-PROD_LB_54","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","41 seconds","59.42 MB","33 minutes and 20 seconds","3 hours","0 seconds","Disabled"
"VFDS_RHEL6.5_R15_INA-PROD_LOCKMGR_56","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","2 seconds","13.55 MB","17 minutes and 40 seconds","3 hours","0 seconds","Disabled"
"VFDS_RHEL6.5_R16_BMAS-PROD_APP_53","OK","192.168.191.26","FDS-VREP-RMP-26","","16 of 16","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","8 seconds","25.44 MB","5 minutes and 10 seconds","15 minutes","0 seconds","Disabled"
"VFDS_RHEL6.5_R16_BMAS-PROD_CBR_41","OK","192.168.191.26","FDS-VREP-RMP-26","","13 of 13","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","10 seconds","21.82 MB","20 minutes and 37 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL6.5_R16_BMAS-PROD_CHN_52","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","35 seconds","94.91 MB","9 minutes and 6 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL6.5_R16_BMAS-PROD_CHN_58","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","1 minute and 29 seconds","322.2 MB","12 minutes and 48 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL6.5_R16_BMAS-PROD_CHN_60","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","2 minutes and 1 second","346.75 MB","25 minutes and 27 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL6.5_R16_BMAS-PROD_LB_54","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","32 seconds","6.3 MB","42 minutes and 8 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL7.6_R16_BMAS-PROD_MIS_55","OK","192.168.191.26","FDS-VREP-RMP-26","","4 of 4","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","4 seconds","28.8 MB","41 minutes and 15 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL7.6_R18_CCBI-PROD_APP_165","OK","192.168.191.26","FDS-VREP-RMP-26","","10 of 10","Enabled","VR","Disabled","Enabled","Disabled","datastore_ccbi_rmp_2_ssd","Datastore Default","Jun 21, 2026","6 seconds","29.55 MB","5 minutes and 34 seconds","15 minutes","0 seconds","Disabled"
"VFDS_RHEL7.6_R18_CCBI-PROD_CHN_167","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","datastore_ccbi_rmp_2_ssd","Datastore Default","Jun 21, 2026","1 minute and 27 seconds","78.34 MB","46 minutes and 4 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL7.6_R18_CCBI-PROD_CHN_170","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","datastore_ccbi_rmp_2_ssd","Datastore Default","Jun 21, 2026","1 minute and 59 seconds","92.15 MB","13 minutes and 35 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL7.6_R18_CCBI-PROD_LB_171","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","datastore_ccbi_rmp_1","Datastore Default","Jun 21, 2026","1 minute and 49 seconds","39.45 MB","7 minutes and 27 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL7.6_R18_CCBI-PROD_SWF_169","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","datastore_ccbi_rmp_1","Datastore Default","Jun 21, 2026","1 minute and 22 seconds","75.99 MB","1 minute and 1 second","1 hour","0 seconds","Disabled"
"VFDS_RHEL7.6_R18_CCBI-PROD_WEB_166","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","datastore_ccbi_rmp_1","Datastore Default","Jun 21, 2026","1 minute and 57 seconds","38.13 MB","43 minutes and 27 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL8.4_R15_INA-PROD_APUPPT_57","OK","192.168.191.26","FDS-VREP-RMP-26","","3 of 3","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","8 seconds","6.04 MB","1 hour, 26 minutes and 24 seconds","3 hours","0 seconds","Disabled"
"VFDS_RHEL8.6_R16_BMAS-PROD_APUPPT_57","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","3 seconds","664 KB","5 minutes and 37 seconds","1 hour","0 seconds","Disabled"
"VPAC-BBNT-ADMIN-IBB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","2 minutes and 1 second","4.02 MB","3 hours, 46 minutes and 39 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-ADMIN-IBMB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","2 seconds","1.78 MB","47 minutes and 36 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-APPS-IBB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","12 seconds","297.69 MB","3 hours, 41 minutes and 17 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-APPS-IBMB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","10 seconds","148.23 MB","1 hour, 44 minutes and 22 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-CTRLPLANE","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","16 seconds","249.28 MB","53 minutes and 39 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-DBCACHE","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","1 second","4.82 MB","35 minutes and 2 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-DBPGSQL","OK","192.168.191.26","FDS-VREP-RMP-26","","3 of 3","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 21, 2026","2 seconds","12.84 MB","?","5 minutes","0 seconds","Disabled"
