"Virtual Machine","Status","Source","Replication Server","Protection Group","Configured Disks","Auto-replicate New Disks","Managed By","Quiescing","Network Compression","Encryption","Datastore","Storage Policy","Last Instance Sync Point","Last Sync Duration","Last Sync Size","Lag Time","RPO","Current RPO Violation","Points In Time"
"BAS-MICROGATE","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","ACEH-DC-NEW","Datastore Default","Jun 18, 2026","4 seconds","461.86 MB","3 hours, 33 minutes and 39 seconds","8 hours","0 seconds","Disabled"
"BAS-REDIS","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","ACEH-DC-NEW","Datastore Default","Jun 18, 2026","1 second","15.06 MB","29 minutes and 35 seconds","8 hours","0 seconds","Disabled"
"BAS-SSL","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","ACEH-DC-NEW","Datastore Default","Jun 18, 2026","1 second","81.77 MB","15 minutes and 37 seconds","8 hours","0 seconds","Disabled"
"BAS-SSL-WEBADMIN","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","ACEH-DC-NEW","Datastore Default","Jun 18, 2026","1 second","9.9 MB","4 hours, 8 minutes and 33 seconds","8 hours","0 seconds","Disabled"
"BAS-WEBADMIN","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","ACEH-DC-NEW","Datastore Default","Jun 18, 2026","31 seconds","3.76 MB","1 hour, 39 minutes and 2 seconds","8 hours","0 seconds","Disabled"
"BCAS-ADMIN","OK","10.10.40.15","vRep-Cyber","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","BCAS-DR","Datastore Default","Jun 18, 2026","4 seconds","108.59 MB","5 hours, 55 minutes and 51 seconds","8 hours","0 seconds","Disabled"
"BCAS-APPS","OK","10.10.40.15","vRep-Cyber","","4 of 4","Enabled","VR","Disabled","Enabled","Disabled","BCAS-DR","Datastore Default","Jun 18, 2026","11 seconds","347.85 MB","4 hours, 57 minutes and 28 seconds","8 hours","0 seconds","Disabled"
"BCAS-DB","OK","10.10.40.15","vRep-Cyber","","8 of 8","Enabled","VR","Disabled","Enabled","Disabled","BCAS-DR","Datastore Default","Jun 18, 2026","15 seconds","11.35 MB","2 minutes and 44 seconds","5 minutes","0 seconds","Disabled"
"BCAS-IGATE","OK","10.10.40.15","vRep-Cyber","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","BCAS-DR","Datastore Default","Jun 18, 2026","4 seconds","208.42 MB","4 hours, 2 minutes and 59 seconds","8 hours","0 seconds","Disabled"
"BCAS-SelfRegister","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BCAS-DR","Datastore Default","Jun 18, 2026","1 second","0 Bytes","4 hours, 44 minutes and 8 seconds","8 hours","0 seconds","Disabled"
"BCAS-SoftToken","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BCAS-DR","Datastore Default","Jun 18, 2026","2 seconds","64.67 MB","4 hours, 10 minutes and 45 seconds","8 hours","0 seconds","Disabled"
"BCAS-SSL","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BCAS-DR","Datastore Default","Jun 18, 2026","30 seconds","10.45 MB","4 hours, 49 minutes and 25 seconds","8 hours","0 seconds","Disabled"
"BCAS-SSL2","OK","10.10.40.15","vRep-Cyber","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","BCAS-DR","Datastore Default","Jun 18, 2026","7 seconds","92.47 MB","3 hours, 36 minutes and 57 seconds","8 hours","0 seconds","Disabled"
"BCAS-VCALL","OK","10.10.40.15","vRep-Cyber","","4 of 4","Enabled","VR","Disabled","Enabled","Disabled","BCAS-DR","Datastore Default","Jun 18, 2026","3 seconds","208.98 MB","4 hours, 8 minutes and 48 seconds","8 hours","0 seconds","Disabled"
"BSS-IGATE2-APPS","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","bss-dr-e1-new-ssd1sata","Datastore Default","Jun 18, 2026","0 seconds","1.59 MB","3 hours, 54 minutes and 54 seconds","8 hours","0 seconds","Disabled"
"BSS-IGATE2-DB","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","bss-dr-e1-new-ssd1sata","Datastore Default","Jun 18, 2026","3 seconds","488 KB","2 minutes and 21 seconds","5 minutes","0 seconds","Disabled"
"BSS-IGATE3-APPS","OK","10.10.40.15","vRep-Cyber","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","bss-dr-e1-new-ssd1sata","Datastore Default","Jun 18, 2026","7 seconds","293.63 MB","4 hours, 45 minutes and 41 seconds","8 hours","0 seconds","Disabled"
"BSS-IGATE3-DB","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","bss-dr-e1-new-ssd1sata","Datastore Default","Jun 18, 2026","23 seconds","1.7 MB","1 minute and 24 seconds","5 minutes","0 seconds","Disabled"
"BSS-OB-APIM-GATEWAY","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BSS-DR-E1ArioBimo-38","Datastore Default","Jun 18, 2026","9 seconds","175.37 MB","4 hours, 50 minutes and 15 seconds","8 hours","0 seconds","Disabled"
"BSS-OB-DB","OK","10.10.40.15","vRep-Cyber","","6 of 6","Enabled","VR","Disabled","Enabled","Disabled","BSS-DR-E1ArioBimo-38","Datastore Default","Jun 18, 2026","9 seconds","130.16 MB","2 minutes and 21 seconds","5 minutes","0 seconds","Disabled"
"BSS-OB-MIDSERVICES","OK","10.10.40.15","vRep-Cyber","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","BSS-DR-E1ArioBimo-38","Datastore Default","Jun 18, 2026","22 seconds","520.73 MB","2 hours, 28 minutes and 22 seconds","8 hours","0 seconds","Disabled"
"BSS-OB-SSL-PARTNER","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BSS-DR-E1ArioBimo-38","Datastore Default","Jun 18, 2026","2 seconds","2.38 MB","1 hour, 58 minutes and 8 seconds","8 hours","0 seconds","Disabled"
"BSS-OB-SSL-PORTAL","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BSS-DR-E1ArioBimo-38","Datastore Default","Jun 18, 2026","1 second","5.23 MB","2 hours, 29 minutes and 57 seconds","8 hours","0 seconds","Disabled"
"BSS-OB-WEBADMIN","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BSS-DR-E1ArioBimo-38","Datastore Default","Jun 18, 2026","1 second","14.16 MB","32 minutes and 50 seconds","8 hours","0 seconds","Disabled"
"BSS-OB-WSO2","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BSS-DR-E1ArioBimo-38","Datastore Default","Jun 18, 2026","1 second","4.51 MB","1 hour, 59 minutes and 3 seconds","8 hours","0 seconds","Disabled"
"BSS-RDL-DIGIBANK-APPS","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BSS-DR-E1ArioBimo-38","Datastore Default","Jun 18, 2026","29 seconds","65.77 MB","3 hours, 5 minutes and 44 seconds","8 hours","0 seconds","Disabled"
"BSS-RDL-DIGIBANK-DB","Incremental Sync (RPO Violation)","10.10.40.15","vRep-Cyber","","5 of 5","Enabled","VR","Disabled","Disabled","Disabled","DS-BSS-RDL-DRC-E1","Datastore Default","Jun 18, 2026","36 seconds","448.74 MB","18 minutes and 23 seconds","5 minutes","1 minutes","Disabled"
"BSS-RDL-DIGIBANK-DB-SLAVE","Incremental Sync","10.10.40.15","vRep-Cyber","","5 of 5","Enabled","VR","Disabled","Disabled","Disabled","DS-BSS-RDL-DRC-E1","Datastore Default","Jun 18, 2026","2 minutes and 51 seconds","935.12 MB","3 minutes and 53 seconds","5 minutes","0 seconds","Disabled"
"BSS-RDL-SSL-2","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BSS-DR-E1ArioBimo-38","Datastore Default","Jun 18, 2026","2 seconds","3.96 MB","1 minute and 55 seconds","8 hours","0 seconds","Disabled"
"BSS-RDL-SSL-PROXY.58","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BSS-DR-E1ArioBimo-38","Datastore Default","Jun 18, 2026","3 seconds","29.46 MB","2 hours, 33 minutes and 13 seconds","8 hours","0 seconds","Disabled"
"BSS-RHEL-6.5-SSL-VA","OK","10.10.40.15","vRep-Cyber","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","BSS-DR-E1ArioBimo-38","Datastore Default","Jun 18, 2026","26 seconds","1.18 GB","26 minutes and 29 seconds","8 hours","0 seconds","Disabled"
"BSS-RHEL-6.6-BulkPayment","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BSS-DR-E1ArioBimo-38","Datastore Default","Jun 18, 2026","32 seconds","145.49 MB","4 hours, 5 minutes and 16 seconds","8 hours","0 seconds","Disabled"
"BSS-RHEL-6.6-IB-PORTAL-Prod","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","bss-dr-e1-new-ssd1sata","Datastore Default","Jun 18, 2026","5 seconds","145.04 MB","3 hours, 29 minutes and 25 seconds","8 hours","0 seconds","Disabled"
"BSS-RHEL-6.6-IGATE","OK","10.10.40.15","vRep-Cyber","","8 of 8","Enabled","VR","Disabled","Enabled","Disabled","BSS-DR-E1ArioBimo-38","Datastore Default","Jun 18, 2026","33 seconds","153.7 MB","2 hours, 35 minutes and 25 seconds","8 hours","0 seconds","Disabled"
"BSS-RHEL-6.6-MAIL2-NEW","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","bss-dr-e1-new-ssd1sata","Datastore Default","Jun 18, 2026","8 seconds","155.46 MB","2 hours, 26 minutes and 49 seconds","8 hours","0 seconds","Disabled"
"BSS-RHEL-6.6-PINPAD","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","bss-dr-e1-new-ssd1sata","Datastore Default","Jun 18, 2026","8 seconds","150.79 MB","2 hours, 11 minutes and 30 seconds","8 hours","0 seconds","Disabled"
"BSS-RHEL-6.6-SAKU-APPS","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BSS-DR-E1ArioBimo-38","Datastore Default","Jun 18, 2026","6 seconds","139.4 MB","2 hours, 4 minutes and 4 seconds","8 hours","0 seconds","Disabled"
"BSS-RHEL-6.6-SAKU-DB","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BSS-DR-E1ArioBimo-38","Datastore Default","Jun 18, 2026","1 second","4.3 MB","57 seconds","5 minutes","0 seconds","Disabled"
"BSS-RHEL-8-IB-APPS-Prod","OK","10.10.40.15","vRep-Cyber","","3 of 3","Enabled","VR","Disabled","Enabled","Disabled","bss-dr-e1-new-ssd1sata","Datastore Default","Jun 18, 2026","8 minutes and 11 seconds","5.86 GB","11 minutes and 23 seconds","8 hours","0 seconds","Disabled"
"BSS-RHEL-8-IB-DB-Prod","Incremental Sync","10.10.40.15","vRep-Cyber","","9 of 9","Enabled","VR","Disabled","Disabled","Disabled","bss-new.26","Datastore Default","Jun 18, 2026","35 seconds","234.13 MB","1 minute and 34 seconds","5 minutes","0 seconds","Disabled"
"BSS-RHEL-8-IB-PORTAL-Prod","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BSS-DR-E1ArioBimo-38","Datastore Default","Jun 18, 2026","12 seconds","136.65 MB","6 hours, 14 minutes and 1 second","8 hours","0 seconds","Disabled"
"BSS-RHEL-8-IB-WEBADMIN-Prod","OK","10.10.40.15","vRep-Cyber","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","BSS-DR-E1ArioBimo-38","Datastore Default","Jun 18, 2026","5 seconds","171.15 MB","1 hour and 30 minutes","8 hours","0 seconds","Disabled"
"BSS-RHEL-8-IGATE.254-cl","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BSS-DR-E1ArioBimo-38","Datastore Default","Jun 18, 2026","4 seconds","132.74 MB","45 minutes and 4 seconds","8 hours","0 seconds","Disabled"
"BSS-RHEL.6.6-BULKPAYMENT","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BSS-DR-E1ArioBimo-38","Datastore Default","Jun 18, 2026","37 seconds","95.34 MB","7 hours, 29 minutes and 28 seconds","8 hours","0 seconds","Disabled"
"BSS-RHEL8-IGATE-APPS","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BSS-DR-E1ArioBimo-38","Datastore Default","Jun 18, 2026","16 seconds","416.94 MB","6 hours, 24 minutes and 59 seconds","8 hours","0 seconds","Disabled"
"BSS-RHEL8-IGATE-DB","Incremental Sync","10.10.40.15","vRep-Cyber","","3 of 3","Enabled","VR","Disabled","Enabled","Disabled","BSS-DR-E1ArioBimo-38","Datastore Default","Jun 18, 2026","29 seconds","404.39 MB","3 minutes and 37 seconds","5 minutes","0 seconds","Disabled"
"BSS-RHEL8.9-SNAP","OK","10.10.40.15","vRep-Cyber","","4 of 4","Enabled","VR","Disabled","Enabled","Disabled","bss-new.26","Datastore Default","Jun 18, 2026","3 minutes and 57 seconds","7.78 GB","1 hour, 43 minutes and 59 seconds","8 hours","0 seconds","Disabled"
"BSS-V3-ADMIN-PROXY","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","bss-dr-e1-new-ssd1sata","Datastore Default","Jun 18, 2026","4 seconds","115.28 MB","1 hour, 12 minutes and 23 seconds","8 hours","0 seconds","Disabled"
"BSS-V3-CTL","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","bss-dr-e1-new-ssd1sata","Datastore Default","Jun 18, 2026","28 seconds","886.88 MB","1 hour, 0 minutes and 16 seconds","8 hours","0 seconds","Disabled"
"BSS-V3-DB","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","bss-dr-e1-new-ssd1sata","Datastore Default","Jun 18, 2026","1 second","7.61 MB","1 minute and 36 seconds","5 minutes","0 seconds","Disabled"
"BSS-V3-DB-SLAVE","OK","10.10.40.15","vRep-Cyber","","2 of 2","Enabled","VR","Disabled","Disabled","Disabled","bss-dr-e1-new-ssd1sata","Datastore Default","Jun 18, 2026","2 seconds","6.59 MB","35 seconds","5 minutes","0 seconds","Disabled"
"BSS-V3-ELK","OK","10.10.40.15","vRep-Cyber","","7 of 7","Enabled","VR","Disabled","Enabled","Disabled","bss-dr-e1-new-ssd1sata","Datastore Default","Jun 18, 2026","2 minutes and 29 seconds","4.41 GB","2 hours, 33 minutes and 51 seconds","8 hours","0 seconds","Disabled"
"BSS-V3-FTP","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","bss-dr-e1-new-ssd1sata","Datastore Default","Jun 18, 2026","1 second","1.69 MB","14 seconds","8 hours","0 seconds","Disabled"
"BSS-V3-GITLAB-RUNNER","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","bss-dr-e1-new-ssd1sata","Datastore Default","Jun 18, 2026","3 seconds","81.01 MB","2 hours, 43 minutes and 25 seconds","8 hours","0 seconds","Disabled"
"BSS-V3-MGATE-PROXY","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","bss-dr-e1-new-ssd1sata","Datastore Default","Jun 18, 2026","30 seconds","144.38 MB","53 minutes and 19 seconds","8 hours","0 seconds","Disabled"
"BSS-V3-SSL","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","bss-dr-e1-new-ssd1sata","Datastore Default","Jun 18, 2026","4 seconds","146.19 MB","2 hours, 37 minutes and 45 seconds","8 hours","0 seconds","Disabled"
"BSS-V3-WN-1","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","bss-dr-e1-new-ssd1sata","Datastore Default","Jun 18, 2026","56 seconds","457.33 MB","15 minutes and 40 seconds","8 hours","0 seconds","Disabled"
"BSS-V3-WN-2","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","bss-dr-e1-new-ssd1sata","Datastore Default","Jun 18, 2026","9 seconds","406.74 MB","49 minutes and 1 second","8 hours","0 seconds","Disabled"
"BSS-V3-WN-3","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","bss-dr-e1-new-ssd1sata","Datastore Default","Jun 18, 2026","8 seconds","312.33 MB","2 hours, 47 minutes and 57 seconds","8 hours","0 seconds","Disabled"
"BSS-WEB-VIEW","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","bss-dr-e1-new-ssd1sata","Datastore Default","Jun 18, 2026","6 seconds","179.34 MB","1 hour, 4 minutes and 41 seconds","8 hours","0 seconds","Disabled"
"BTPNS-APPS","OK","10.10.40.15","vRep-Cyber","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","BTPNS-DR","Datastore Default","Jun 18, 2026","1 second","5.48 MB","1 minute and 54 seconds","5 minutes","0 seconds","Disabled"
"BTPNS-CTL","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BTPNS-DR","Datastore Default","Jun 18, 2026","57 seconds","1.28 GB","1 hour, 21 minutes and 11 seconds","8 hours","0 seconds","Disabled"
"BTPNS-DB","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BTPNS-DR","Datastore Default","Jun 18, 2026","1 second","7 MB","12 seconds","5 minutes","0 seconds","Disabled"
"BTPNS-ELK","OK","10.10.40.15","vRep-Cyber","","3 of 3","Enabled","VR","Disabled","Enabled","Disabled","BTPNS-DR","Datastore Default","Jun 18, 2026","1 minute and 38 seconds","2.93 GB","6 hours, 17 minutes and 12 seconds","8 hours","0 seconds","Disabled"
"BTPNS-FRAUD","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BTPNS-DR","Datastore Default","Jun 18, 2026","22 seconds","693.27 MB","6 hours, 21 minutes and 10 seconds","8 hours","0 seconds","Disabled"
"BTPNS-FTP","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BTPNS-DR","Datastore Default","Jun 18, 2026","1 second","8.11 MB","1 hour, 21 minutes and 43 seconds","8 hours","0 seconds","Disabled"
"BTPNS-HARDTOKEN-VELIS","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BTPNS-DR","Datastore Default","Jun 18, 2026","9 seconds","187.49 MB","6 hours, 31 minutes and 35 seconds","8 hours","0 seconds","Disabled"
"BTPNS-IBB-APPS","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BTPNS-DR","Datastore Default","Jun 18, 2026","6 seconds","107.84 MB","6 hours, 52 minutes and 4 seconds","8 hours","0 seconds","Disabled"
"BTPNS-MGATE-PROXY","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BTPNS-DR","Datastore Default","Jun 18, 2026","1 second","6.96 MB","5 hours, 46 minutes and 44 seconds","8 hours","0 seconds","Disabled"
"BTPNS-MICROGATE","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BTPNS-DR","Datastore Default","Jun 18, 2026","31 seconds","421.79 MB","6 hours, 48 minutes and 15 seconds","8 hours","0 seconds","Disabled"
"BTPNS-REDIS","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BTPNS-DR","Datastore Default","Jun 18, 2026","8 seconds","151.95 MB","8 minutes and 12 seconds","8 hours","0 seconds","Disabled"
"BTPNS-SOFTTOKEN","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BTPNS-DR","Datastore Default","Jun 18, 2026","1 second","11.62 MB","6 hours, 42 minutes and 48 seconds","8 hours","0 seconds","Disabled"
"BTPNS-SSL","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BTPNS-DR","Datastore Default","Jun 18, 2026","3 seconds","18.77 MB","6 hours, 42 minutes and 30 seconds","8 hours","0 seconds","Disabled"
"BTPNS-SSL-WEBADMIN","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BTPNS-DR","Datastore Default","Jun 18, 2026","2 seconds","10.92 MB","6 hours, 43 minutes and 6 seconds","8 hours","0 seconds","Disabled"
"BTPNS-VCALL-RHEL8","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BTPNS-DR","Datastore Default","Jun 18, 2026","4 seconds","168.56 MB","2 hours, 0 minutes and 57 seconds","8 hours","0 seconds","Disabled"
"BTPNS-WEBADMIN","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","BTPNS-DR","Datastore Default","Jun 18, 2026","1 second","26.13 MB","40 minutes and 17 seconds","8 hours","0 seconds","Disabled"
"BVIC-RHEL-6.5-ADMIN-IB","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","DS-VICTORIA-DR","Datastore Default","Jun 18, 2026","4 seconds","146.77 MB","24 minutes and 57 seconds","8 hours","0 seconds","Disabled"
"BVIC-RHEL-6.5-ADMIN-IBB","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","DS-VICTORIA-DR","Datastore Default","Jun 18, 2026","34 seconds","156.89 MB","7 hours, 49 minutes and 4 seconds","8 hours","0 seconds","Disabled"
"BVIC-RHEL-6.5-APPS-IB","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","DS-VICTORIA-DR","Datastore Default","Jun 18, 2026","2 seconds","104.14 MB","7 hours, 19 minutes and 28 seconds","8 hours","0 seconds","Disabled"
"BVIC-RHEL-6.5-APPS-IBB","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","DS-VICTORIA-DR","Datastore Default","Jun 18, 2026","3 seconds","194.82 MB","33 minutes and 44 seconds","8 hours","0 seconds","Disabled"
"BVIC-RHEL-6.5-DATABASE","OK","10.10.40.15","vRep-Cyber","","3 of 3","Enabled","VR","Disabled","Disabled","Disabled","DS-VICTORIA-DR","Datastore Default","Jun 18, 2026","5 seconds","3.09 MB","1 minute and 6 seconds","5 minutes","0 seconds","Disabled"
"BVIC-RHEL-6.5-IGATE","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","DS-VICTORIA-DR","Datastore Default","Jun 18, 2026","32 seconds","224.45 MB","1 hour, 3 minutes and 57 seconds","8 hours","0 seconds","Disabled"
"BVIC-RHEL-6.5-MAILSERVER","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","DS-VICTORIA-DR","Datastore Default","Jun 18, 2026","1 second","11.13 MB","6 hours, 12 minutes and 16 seconds","8 hours","0 seconds","Disabled"
"BVIC-RHEL-6.5-OTP","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","DS-VICTORIA-DR","Datastore Default","Jun 18, 2026","26 seconds","87.54 MB","5 hours and 38 minutes","8 hours","0 seconds","Disabled"
"BVIC-RHEL-6.5-SSL-IB","OK","10.10.40.15","vRep-Cyber","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","DS-VICTORIA-DR","Datastore Default","Jun 18, 2026","0 seconds","11.36 MB","1 hour, 12 minutes and 34 seconds","8 hours","0 seconds","Disabled"
