"Virtual Machine","Status","Target","Replication Server","Protection Group","Configured Disks","Auto-replicate New Disks","Managed By","Quiescing","Network Compression","Encryption","Datastore","Storage Policy","Last Instance Sync Point","Last Sync Duration","Last Sync Size","Lag Time","RPO","Current RPO Violation","Points In Time"
"VFDS_RHEL6.5_R16_BMAS-PROD_CHN_52","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 18, 2026","14 seconds","107.81 MB","20 minutes and 33 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL6.5_R16_BMAS-PROD_CHN_58","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 18, 2026","2 minutes and 17 seconds","323.3 MB","16 minutes and 40 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL6.5_R16_BMAS-PROD_CHN_60","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 18, 2026","19 seconds","379.27 MB","2 minutes and 22 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL6.5_R16_BMAS-PROD_LB_54","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 18, 2026","1 second","2.93 MB","38 minutes and 8 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL7.6_R16_BMAS-PROD_MIS_55","OK","192.168.191.26","FDS-VREP-RMP-26","","4 of 4","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 18, 2026","1 minute and 57 seconds","31.84 MB","10 minutes and 27 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL7.6_R18_CCBI-PROD_APP_165","OK","192.168.191.26","FDS-VREP-RMP-26","","10 of 10","Enabled","VR","Disabled","Enabled","Disabled","datastore_ccbi_rmp_2_ssd","Datastore Default","Jun 18, 2026","5 seconds","20.87 MB","1 minute and 44 seconds","15 minutes","0 seconds","Disabled"
"VFDS_RHEL7.6_R18_CCBI-PROD_CHN_167","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","datastore_ccbi_rmp_2_ssd","Datastore Default","Jun 18, 2026","12 seconds","174.86 MB","38 minutes and 35 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL7.6_R18_CCBI-PROD_CHN_170","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","datastore_ccbi_rmp_2_ssd","Datastore Default","Jun 18, 2026","53 seconds","84.97 MB","3 minutes and 24 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL7.6_R18_CCBI-PROD_LB_171","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","datastore_ccbi_rmp_1","Datastore Default","Jun 18, 2026","28 seconds","47.16 MB","48 minutes and 4 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL7.6_R18_CCBI-PROD_SWF_169","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","datastore_ccbi_rmp_1","Datastore Default","Jun 18, 2026","3 seconds","70 MB","29 minutes and 5 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL7.6_R18_CCBI-PROD_WEB_166","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","datastore_ccbi_rmp_1","Datastore Default","Jun 18, 2026","19 seconds","30.37 MB","?","1 hour","0 seconds","Disabled"
"VFDS_RHEL8.4_R15_INA-PROD_APUPPT_57","OK","192.168.191.26","FDS-VREP-RMP-26","","3 of 3","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 18, 2026","5 minutes and 55 seconds","8.27 GB","1 hour, 38 minutes and 33 seconds","3 hours","0 seconds","Disabled"
"VFDS_RHEL8.6_R16_BMAS-PROD_APUPPT_57","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 18, 2026","2 minutes","96 KB","1 minute and 38 seconds","1 hour","0 seconds","Disabled"
"VJRS-KLAPUPPT-089","OK","192.168.191.26","FDS-VREP-RMP-26","","6 of 6","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 18, 2026","6 seconds","18.97 MB","8 minutes and 2 seconds","1 hour","0 seconds","Disabled"
"VJRS-KLFRDDTC-090","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 18, 2026","3 seconds","23.81 MB","1 minute and 44 seconds","1 hour","0 seconds","Disabled"
"VJRS-KLREPORT-121","OK","192.168.191.26","FDS-VREP-RMP-26","","10 of 10","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 18, 2026","4 seconds","6.62 MB","?","1 hour","0 seconds","Disabled"
"VPAC-BBNT-ADMIN-IBB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 18, 2026","1 second","4.67 MB","3 hours, 40 minutes and 52 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-ADMIN-IBMB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 18, 2026","2 minutes and 2 seconds","7.51 MB","1 hour, 4 minutes and 38 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-APPS-IBB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 18, 2026","26 seconds","490.06 MB","3 hours, 56 minutes and 10 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-APPS-IBMB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 18, 2026","6 seconds","152.12 MB","3 hours, 50 minutes and 9 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-CTRLPLANE","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 18, 2026","13 seconds","398.04 MB","13 minutes and 53 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-DBCACHE","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 18, 2026","4 seconds","14.4 MB","59 minutes and 35 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-DBPGSQL","OK","192.168.191.26","FDS-VREP-RMP-26","","3 of 3","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 18, 2026","3 seconds","5.27 MB","?","5 minutes","0 seconds","Disabled"
"VPAC-BBNT-DBPGSQL-SLAVE-DC","OK","192.168.191.26","FDS-VREP-RMP-26","","6 of 6","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 18, 2026","29 seconds","756.19 MB","2 hours, 23 minutes and 17 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-ELK","OK","192.168.191.26","FDS-VREP-RMP-26","","4 of 4","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 18, 2026","6 minutes and 11 seconds","9.7 GB","3 hours, 14 minutes and 17 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-FTPSRV","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 18, 2026","1 second","5.22 MB","3 hours, 31 minutes and 54 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-MGATE","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 18, 2026","10 seconds","266.67 MB","23 minutes and 15 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-MGATEPRXY","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 18, 2026","1 second","5.14 MB","1 hour, 53 minutes and 12 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-SSLWEB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 18, 2026","29 seconds","154.2 MB","38 minutes and 54 seconds","8 hours","0 seconds","Disabled"
"VPAC-BBNT-SSLWEB-ADMIN","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 18, 2026","29 seconds","5.2 MB","3 hours, 48 minutes and 1 second","8 hours","0 seconds","Disabled"
"VPAC-KLSL-ADMCOBLKPDSMSBNK-55","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 18, 2026","3 seconds","17.79 MB","1 hour, 22 minutes and 49 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-ADMIBB-48","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 18, 2026","3 seconds","14.45 MB","5 minutes and 22 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-ADMIBMB-47","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 18, 2026","1 minute and 51 seconds","976 KB","4 hours, 58 minutes and 24 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-ADMLOSOPBNK-56","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 18, 2026","1 second","7.12 MB","1 hour, 11 minutes and 14 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-ADMSSL-10","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 18, 2026","3 seconds","29.23 MB","40 minutes and 56 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-ADMSSL-UAT-ATM-14","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 18, 2026","2 seconds","17.94 MB","1 hour, 44 minutes and 5 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-ADMWEBTLR-46","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 18, 2026","1 second","1.98 MB","3 hours, 16 minutes and 45 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-APPSSL-03","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 18, 2026","6 seconds","80.71 MB","32 minutes and 24 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-AROAPP-51","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 18, 2026","3 seconds","21.45 MB","1 hour, 4 minutes and 42 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-CMSAPP-49","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 18, 2026","2 minutes and 3 seconds","17.8 MB","55 minutes and 38 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-CNTRLPLN-27","Incremental Sync","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 18, 2026","1 minute and 56 seconds","95.06 MB","4 hours, 58 minutes and 25 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-COBAPP-50","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 18, 2026","11 seconds","14.92 MB","1 hour, 38 minutes and 35 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-DBCACHE-20","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 18, 2026","2 seconds","12.43 MB","?","5 minutes","0 seconds","Disabled"
"VPAC-KLSL-DBPGSQL-19","OK","192.168.191.26","FDS-VREP-RMP-26","","6 of 6","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 18, 2026","5 seconds","57.82 MB","?","5 minutes","0 seconds","Disabled"
"VPAC-KLSL-DBPGSQL-SLAVE-21","Incremental Sync (RPO Violation)","192.168.191.26","FDS-VREP-RMP-26","","11 of 11","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 18, 2026","8 hours and 57 minutes","601.53 GB","21 hours, 17 minutes and 38 seconds","5 minutes","21 hours and 4 minutes","Disabled"
"VPAC-KLSL-DNSSVR-11","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 18, 2026","2 seconds","19.18 MB","1 hour, 41 minutes and 5 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-ELK-26","OK","192.168.191.26","FDS-VREP-RMP-26","","4 of 4","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 18, 2026","11 minutes and 33 seconds","20.66 GB","26 minutes and 7 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-FTPSVR-40","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 18, 2026","2 seconds","25.25 MB","56 minutes and 12 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-IACSSAPP-36","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 18, 2026","1 minute and 43 seconds","125.7 MB","19 minutes and 16 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-IBBVAAPP-43","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 18, 2026","11 seconds","409.8 MB","1 hour, 31 minutes and 57 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-IBMBAPP-42","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 18, 2026","2 minutes and 13 seconds","775.06 MB","1 minute and 51 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-LKPDAPP-44","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 18, 2026","1 minute and 50 seconds","57.72 MB","7 minutes and 25 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-LOSAPP-45","OK","192.168.191.26","FDS-VREP-RMP-26","","8 of 8","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 18, 2026","8 seconds","28.51 MB","2 hours, 8 minutes and 33 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-MGATE-35","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 18, 2026","2 minutes and 21 seconds","668.87 MB","1 hour, 28 minutes and 59 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-OOB-58","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 18, 2026","1 minute and 59 seconds","27.05 MB","22 minutes and 34 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-OPBNKAPP-53","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 18, 2026","2 seconds","21.33 MB","1 hour, 10 minutes and 58 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-OPBNKMDW-39","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 18, 2026","7 seconds","11.78 MB","2 hours, 17 minutes and 32 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-OPWSO-54","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 18, 2026","2 seconds","16.05 MB","1 hour, 29 minutes and 20 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-PINPAD-62","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 18, 2026","1 second","3.13 MB","2 hours, 56 minutes and 9 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-PRX-MGATE-13","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 18, 2026","3 seconds","24.18 MB","1 hour, 20 minutes and 37 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-PRXYSMTP-4","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 18, 2026","1 minute and 29 seconds","1.89 MB","1 minute and 6 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-RECONAPP-52","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 18, 2026","1 minute and 27 seconds","4.15 MB","1 hour and 1 minute","8 hours","0 seconds","Disabled"
"VPAC-KLSL-SBSAPP-38","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 18, 2026","1 second","22.94 MB","5 minutes and 36 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-SNAP-OAPI-60","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 18, 2026","2 minutes and 3 seconds","109.32 MB","1 hour, 31 minutes and 41 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-SNAP-WSO2-61","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 18, 2026","8 seconds","116.53 MB","1 hour, 8 minutes and 5 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-VCALL-SSL-59","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 18, 2026","41 seconds","19.16 MB","30 minutes and 18 seconds","8 hours","0 seconds","Disabled"
"VPAC-KLSL-ZBXSVR-12","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 18, 2026","2 minutes and 9 seconds","404.47 MB","43 minutes and 25 seconds","8 hours","0 seconds","Disabled"
"VSMN-KLCBR-086","OK","192.168.191.26","FDS-VREP-RMP-26","","23 of 23","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 18, 2026","1 minute and 3 seconds","76.9 MB","15 minutes and 14 seconds","1 hour","0 seconds","Disabled"
"VSMN-KLMIS-084","OK","192.168.191.26","FDS-VREP-RMP-26","","14 of 14","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 18, 2026","8 seconds","7.73 MB","14 minutes and 19 seconds","1 hour","0 seconds","Disabled"
